index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
6271,cabinet docteur domenico ciricillo,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,5953,rue bÈlanger,H1T1G8,montrÈal,qc,"5953, rue bÈlanger , montrÈal (quÈbec) h1t 1g8",MontrÈal,2466023,24,45.583201,-73.572254
6272,cabinet docteure vi thuy kieu,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,4321,avenue van horne,H3S1S2,montrÈal,qc,"4321, avenue van horne , montrÈal (quÈbec) h3s 1s2",MontrÈal,2466023,24,45.496973,-73.635657
6273,cabinet dr robert kaud,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,2520,place keller,H4K2T2,montrÈal,qc,"2520, place keller , montrÈal (quÈbec) h4k 2t2",MontrÈal,2466023,24,45.519183,-73.723411
6274,cabinet dr tommy aumond-beauprÈ,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,6915,rue saint-denis,H2S2S3,montrÈal,qc,"6915, rue saint-denis, bureau 102 , montrÈal (quÈbec) h2s 2s3",MontrÈal,2466023,24,45.537117,-73.611243
6275,cabinet dre nada khoder,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,901,boul des seigneurs,J6W1T8,terrebonne,qc,"901, boul. des seigneurs, terrebonne (quÈbec) j6w 1t8",Terrebonne,2464008,24,45.702329,-73.640276
6276,cabinet du docteur alfred w. illescas,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,227,boulevard saint-joseph est,H2T1H9,montrÈal,qc,"227, boulevard saint-joseph est, bureau 1 , montrÈal (quÈbec) h2t 1h9",MontrÈal,2466023,24,45.524871,-73.589416
6277,cabinet du docteur anthony czaharyn,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,17000,boulevard hymus,H9J2W2,kirkland,qc,"17000, boulevard hymus, suite 100-a , kirkland (quÈbec) h9j 2w2",Kirkland,2466102,24,45.448976,-73.856392
6278,cabinet du docteur asmae boutaleb,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,5855,boulevard gouin ouest,H4J1E5,montrÈal,qc,"5855, boulevard gouin ouest, bureau 202 , montrÈal (quÈbec) h4j 1e5",MontrÈal,2466023,24,45.532077,-73.721165
6279,cabinet du docteur barry goldsman,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,5100,boulevard de maisonneuve ouest,H4A3T2,montrÈal,qc,"5100, boulevard de maisonneuve ouest, bureau 710, suite 710 , montrÈal (quÈbec) h4a 3t2",MontrÈal,2466023,24,45.474977,-73.60308
6280,cabinet du docteur benjamin klein,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,1200,avenue mcgill college,H3B4G7,montrÈal,qc,"1200, avenue mcgill college, bureau 1100 , montrÈal (quÈbec) h3b 4g7",MontrÈal,2466023,24,45.501621,-73.570642
6281,cabinet du docteur dimitrios lambrinos,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,915,rue jean-talon ouest,H3N1S7,montrÈal,qc,"915, rue jean-talon ouest, bureau 107 , montrÈal (quÈbec) h3n 1s7",MontrÈal,2466023,24,45.525336,-73.62521
6282,cabinet du docteur gilles brouillette,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,1500,avenue dollard,H8N1T5,montrÈal,qc,"1500, avenue dollard, bureau 308 , montrÈal (quÈbec) h8n 1t5",MontrÈal,2466023,24,45.427085,-73.62815
6283,cabinet du docteur howard stanley cohen,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,12,rue canvin,H9H4S4,kirkland,qc,"12, rue canvin , kirkland (quÈbec) h9h 4s4",Kirkland,2466102,24,45.449515,-73.836626
6284,cabinet du docteur jean mantha,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,2635,boulevard rosemont,H1Y1L1,montrÈal,qc,"2635, boulevard rosemont , montrÈal (quÈbec) h1y 1l1",MontrÈal,2466023,24,45.54861,-73.585018
6285,cabinet du docteur jirair kuyumjian,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,5855,boulevard gouin ouest,H4J1E5,montrÈal,qc,"5855, boulevard gouin ouest, bureau 207 , montrÈal (quÈbec) h4j 1e5",MontrÈal,2466023,24,45.532247,-73.721185
6286,cabinet du docteur john h. backler,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,4999,rue sainte-catherine ouest,H3Z1T3,westmount,qc,"4999, rue sainte-catherine ouest, bureau 100 , westmount (quÈbec) h3z 1t3",Westmount,2466032,24,45.475802,-73.601326
6287,cabinet du docteur lÈo lasalle,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,55,rue de l'Èglise,H4G3E7,montrÈal,qc,"55, rue de l'Èglise, bureau 42 , montrÈal (quÈbec) h4g 3e7",MontrÈal,2466023,24,45.462983,-73.564495
6288,cabinet du docteur michel bÈrubÈ,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,539,chemin principal les Óles-de-la-madeleine,G4T1E7,quÈbec,qc,"539, chemin principal , les Óles-de-la-madeleine (quÈbec) g4t 1e7",,,24,,
6289,cabinet du docteur Èric lillie,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,72,rue sainte-anne,H9X1L8,sainte-anne-de-bellevue,qc,"72, rue sainte-anne, bureau d , sainte-anne-de-bellevue (quÈbec) h9x 1l8",Sainte-Anne-de-Bellevue,2466117,24,45.403174,-73.950569
6290,cabinet mÈdical au coeur des vergers,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,621,chemin ozias-leduc,J3H2M7,otterburn park,qc,"621, chemin ozias-leduc, bureau 101 , otterburn park (quÈbec) j3h 2m7",Otterburn Park,2457030,24,45.539756,-73.18982
6291,cabinet mÈdical legault,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,310,route de sainte-bÈatrix,J0K1W0,saint-alphonse-rodriguez,qc,"310, route de sainte-bÈatrix , saint-alphonse-rodriguez (quÈbec) j0k 1w0",Saint-Alphonse-Rodriguez,2462025,24,46.1833265,-73.6806086
6292,caj centre d'animation,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2101,avenue jeanne-darc,H1W3V6,montrÈal,qc,"2101, avenue jeanne-d'arc , montrÈal (quÈbec) h1w 3v6",MontrÈal,2466023,24,45.5503557,-73.5460974
6293,campus saint-laurent - pavillon webster (le),residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,915,rue clark,H2Z1J8,montrÈal,qc,"915, rue clark , montrÈal (quÈbec) h2z 1j8",MontrÈal,2466023,24,45.5068096,-73.5602702
6294,carat - centre d'aide et de rÈhabilitation pour alcooliques et toxicomanes,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,460,rue principale,J0J1X0,sainte-brigide-diberville,qc,"460, rue principale , sainte-brigide-d'iberville (quÈbec) j0j 1x0",Sainte-Brigide-d'Iberville,2456105,24,45.32339515,-73.06551595
6295,carrefour pour elle,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,,cartier,J4J5J4,longueuil,qc,"cp 21115 csp jacques cartier, longueuil, quÈbec j4j 5j4",Longueuil,,24,,
6296,catherine booth hospital,rehabilitation,Nursing and residential care facilities,Public Health Agency of Canada,,4375,montclair ave,H4B2J5,montrÈal,qc,4375 montclair ave. montrÈal qc h4b 2j5,MontrÈal,2466023,24,45.4638021,-73.6357376
6297,centre accalmie,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,66,rue alexander,G0C1L0,pointe-‡-la-croix,qc,"66, rue alexander, cp 9 , pointe-‡-la-croix (quÈbec) g0c 1l0",Pointe-‡-la-Croix,2406030,24,48.017483,-66.679901
6298,centre administratif 3255 foucher,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,3255,rue foucher,G8Z1M6,trois-riviËres,qc,"3255, rue foucher , trois-riviËres (quÈbec) g8z 1m6",,,24,,
6299,centre administratif toupin,local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,48,rue toupin,G8T3Y5,trois-riviËres,qc,"48, rue toupin , trois-rivie?res (que?bec) g8t 3y5",Trois-RiviËres,2437067,24,46.361556,-72.508223
6300,centre amaryllis,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,1462,rue panet,H2L2Z3,montrÈal,qc,"1462, rue panet , montrÈal (quÈbec) h2l 2z3",MontrÈal,2466023,24,45.5203092,-73.5581012
6301,centre augustinien (soeurs augustines),residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,80,avenue des hospitaliËres,G8L2Y3,dolbeau-mistassini,qc,"80, avenue des hospitaliËres , dolbeau-mistassini (quÈbec) g8l 2y3",Dolbeau-Mistassini,2492022,24,48.887469,-72.241357
6302,centre caroline roy (le),residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,380,chemin du domaine,G0M1W0,saint-ludger,qc,"380, chemin du domaine , saint-ludger (quÈbec) g0m 1w0",Saint-Ludger,2430072,24,45.7991945,-70.6500754
6303,centre champagneur (clercs de saint-viateur du canada),clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,132,rue saint-charles-borromÈe nord,J6E4R2,joliette,qc,"132, rue saint-charles-borromÈe nord, cp 190 , joliette (quÈbec) j6e 4r2",Joliette,2461025,24,46.02875,-73.437194
6304,"centre corps, ‚me et esprit",residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,595,chemin du sanctuaire,J1H0E1,sherbrooke,qc,"595, chemin du sanctuaire , sherbrooke (quÈbec) j1h 0e1",Sherbrooke,2443027,24,45.446229,-71.886243
6305,centre d'accueil le programme de portage (admissions),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1640,rue saint-antoine,H3J1A1,montrÈal,qc,"1640, rue saint-antoine , montrÈal (quÈbec) h3j 1a1",MontrÈal,2466023,24,45.491888,-73.5748737
6306,centre d'accueil le programme de portage (centre de services de l'ouest-de-l'Óle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,7,avenue revcon,H9R4Z7,pointe-claire,qc,"7, avenue revcon , pointe-claire (quÈbec) h9r 4z7",Pointe-Claire,2466097,24,45.4689965,-73.830702
6307,centre d'accueil le programme de portage (lac Ècho),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1790,chemin du lac-Ècho,J0R1T0,prÈvost,qc,"1790, chemin du lac-Ècho , prÈvost (quÈbec) j0r 1t0",PrÈvost,2475040,24,45.879857,-74.012361
6308,centre d'accueil le programme de portage (saint-malachie),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,244,chemin de la montagne,G0R3N0,saint-malachie,qc,"244, chemin de la montagne , saint-malachie (quÈbec) g0r 3n0",Saint-Malachie,2419025,24,46.493334,-70.709883
6309,centre d'accueil le programme de portage - centre rÈsidentiel pour adolescents anglophones,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1795,chemin du lac-Ècho,J0R1T0,prÈvost,qc,"1795, chemin du lac-Ècho , prÈvost (quÈbec) j0r 1t0",PrÈvost,2475040,24,45.87947976,-74.01259492
6310,centre d'accueil le programme de portage inc.,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,865,place richmond,H3J1V8,montrÈal,qc,"865, place richmond , montrÈal (quÈbec) h3j 1v8",MontrÈal,2466023,24,45.4918796,-73.5748715
6311,centre d'activites de jour hymus,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,325,boulevard hymus,H9R1G6,pointe-claire,qc,"325, boulevard hymus , pointe-claire (quÈbec) h9r 1g6",Pointe-Claire,2466097,24,45.4542304,-73.8366624
6312,centre d'activites de jour saint-patrick,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2475,rue saint-patrick,H3K1B3,montrÈal,qc,"2475, rue saint-patrick , montrÈal (quÈbec) h3k 1b3",MontrÈal,2466023,24,45.4814176,-73.5723254
6313,centre d'activitÈ de jour ontario,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,4532,rue ontario est,H1V1K7,montrÈal,qc,"4532, rue ontario est , montrÈal (quÈbec) h1v 1k7",MontrÈal,2466023,24,45.5546743,-73.5402382
6314,centre d'activitÈs de jour (amqui) /centre multiservices d'amqui,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,25,avenue du parc,G5J2L4,amqui,qc,"25, avenue du parc , amqui (quÈbec) g5j 2l4",Amqui,2407047,24,48.46381,-67.43438
6315,centre d'activitÈs de jour alternative,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,16661,boulevard hymus,H9H4R9,kirkland,qc,"16661, boulevard hymus , kirkland (quÈbec) h9h 4r9",Kirkland,2466102,24,45.4503025,-73.8455599
6316,centre d'activitÈs de jour anse-saint-jean,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,17-a,rue saint-jean-baptiste,G0V1J0,lanse-saint-jean,qc,"17-a, rue saint-jean-baptiste , l'anse-saint-jean (quÈbec) g0v 1j0",L'Anse-Saint-Jean,2494210,24,48.19805507,-70.24309705
6317,centre d'activitÈs de jour cartier,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,147,avenue cartier,H9S4R9,pointe-claire,qc,"147, avenue cartier , pointe-claire (quÈbec) h9s 4r9",Pointe-Claire,2466097,24,45.4377521,-73.8285067
6318,centre d'activitÈs de jour de dixville (centre de rÈadaptation pour les personnes prÈsentant une dÈficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,350,rue saint-alexandre,J0B1P0,dixville,qc,"350, rue saint-alexandre , dixville (quÈbec) j0b 1p0",Dixville,2444023,24,45.06723,-71.770996
6319,centre d'activitÈs de jour de la 17e avenue (accredited),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,7701,17e avenue,H2A2S4,montrÈal,qc,"7701, 17e avenue (montrÈal) , montrÈal (quÈbec) h2a 2s4",MontrÈal,2466023,24,45.5661192,-73.603678
6320,centre d'activitÈs de jour de magog (centre de rÈadaptation pour les personnes prÈsentant une dÈficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1525,rue principale est,J1X1Z8,magog,qc,"1525, rue principale est , magog (quÈbec) j1x 1z8",Magog,2445072,24,45.262351,-72.125046
6321,centre d'activitÈs de jour de mansonville (centre de rÈadaptation pour les personnes prÈsentant une dÈficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,282,rue principale,J0E1X0,potton,qc,"282, rue principale , potton (quÈbec) j0e 1x0",Potton,2445030,24,45.04869036,-72.39209036
6322,centre d'activitÈs de jour de quÈbec (francois-1er),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1395,avenue franÁois-1er,G1L4L1,quÈbec,qc,"1395, avenue franÁois-1er , quÈbec (quÈbec) g1l 4l1",QuÈbec,2423027,24,46.82432,-71.2423
6323,centre d'activitÈs de jour de sherbrooke - queen (crdi),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,36,rue queen,J1M1H9,sherbrooke,qc,"36, rue queen , sherbrooke (quÈbec) j1m 1h9",Sherbrooke,2443027,24,45.359817,-71.857732
6324,centre d'activitÈs de jour des ateliers,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,117,rue des ateliers,G5M1B5,rimouski,qc,"117, rue des ateliers , rimouski (quÈbec) g5m 1b5",Rimouski,2410043,24,48.466756,-68.50612
6325,centre d'activitÈs de jour du granit (centre de rÈadaptation pour les personnes prÈsentant une dÈficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,6435,rue notre-dame,G6B2M9,lac-mÈgantic,qc,"6435, rue notre-dame , lac-mÈgantic (quÈbec) g6b 2m9",Lac-MÈgantic,2430030,24,45.57091,-70.875354
6326,centre d'activitÈs de jour du haut-saint-franÁois (centre de rÈadaptation pour les personnes prÈsentant une dÈficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,110,rue lafontaine,J0B1R0,east angus,qc,"110, rue lafontaine , east angus (quÈbec) j0b 1r0",East Angus,2441060,24,45.488871,-71.654898
6327,centre d'activitÈs de jour du val-saint-franÁois (centre de rÈadaptation pour les personnes prÈsentant une dÈficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,56,rue saint-georges,J1S1J5,windsor,qc,"56, rue saint-georges, bureau 206 , windsor (quÈbec) j1s 1j5",Windsor,2442088,24,45.570173,-72.002815
6328,centre d'activitÈs de jour edouard-lavergne,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,390,rue arago ouest,G1K2J3,quÈbec,qc,"390, rue arago ouest , quÈbec (quÈbec) g1k 2j3",QuÈbec,2423027,24,46.80736,-71.2328
6329,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme de berthier-sur-mer,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,38,route de saint-franÁois,G0R1E0,berthier-sur-mer,qc,"38, route de saint-fanÁois , berthier-sur-mer (quÈbec) g0r 1e0",Berthier-sur-Mer,2418065,24,46.922251,-70.728104
6330,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme de saint-flavien,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2-a,rue roberge,G0S2M0,saint-flavien,qc,"2-a, rue roberge , saint-flavien (quÈbec) g0s 2m0",Saint-Flavien,2433052,24,46.512359,-71.598309
6331,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme de saint-prosper,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2574,40e rue,G0M1Y0,saint-prosper,qc,"2574, 40e rue , saint-prosper (quÈbec) g0m 1y0",Saint-Prosper,2428020,24,46.21054765,-70.47315182
6332,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme de saint-romuald,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,260,rue de saint-romuald,G6W3H2,lÈvis,qc,"260, rue de saint-romuald, lÈvis (quÈbec) g6w 3h2",LÈvis,2425213,24,46.754993,-71.235608
6333,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme desjardins-est,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,7245,boulevard guillaume-couture,G6V7A3,lÈvis,qc,"7245, boulevard guillaume-couture , lÈvis (quÈbec) g6v 7a3",LÈvis,2425213,24,46.813996,-71.154185
6334,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme dumais-nord,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,31,rue dumais nord,G6G3R2,thetford mines,qc,"31, rue dumais nord , thetford mines (quÈbec) g6g 3r2",Thetford Mines,2431084,24,46.090417,-71.301067
6335,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme notre-dame,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1923,rue notre-dame est,G6G2V8,thetford mines,qc,"1923, rue notre-dame est , thetford mines (quÈbec) g6g 2v8",Thetford Mines,2431084,24,46.111888,-71.273276
6336,centre d'activitÈs de jour en dÈficience intellectuelle et en troubles du spectre de l'autisme plaza,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,15430,boulevard lacroix,G5Y1R7,saint-georges,qc,"15430, boulevard lacroix , saint-georges (quÈbec) g5y 1r7",Saint-Georges,2429073,24,46.105308,-70.654428
6337,centre d'activitÈs de jour et services externes de saint-georges (25e avenue),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,12525,25e avenue,G5Y5N6,saint-georges,qc,"12525, 25e avenue , saint-georges (quÈbec) g5y 5n6",Saint-Georges,2429073,24,46.128794,-70.653941
6338,centre d'activitÈs de jour f.x.-bouchard,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,485,rue fx bouchard,G8H1K2,roberval,qc,"485, rue f.x. bouchard , roberval (quÈbec) g8h 1k2",Roberval,2491025,24,48.51481,-72.229169
6339,centre d'activitÈs de jour gauthier,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,152,rue gauthier o,G8B2H3,alma,qc,"152, rue gauthier o , alma (quÈbec) g8b 2h3",Alma,2493042,24,48.540419,-71.649594
6340,centre d'activitÈs de jour lausanne (rimouski 1),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,555,rue de lausanne,G5L4A7,rimouski,qc,"555, rue de lausanne , rimouski (quÈbec) g5l 4a7",Rimouski,2410043,24,48.4349384,-68.55870909
6341,centre d'activitÈs de jour louis-hÈmon,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,121,avenue louis-hÈmon,G8L6H5,dolbeau-mistassini,qc,"121, avenue louis-hÈmon , dolbeau-mistassini (quÈbec) g8l 6h5",Dolbeau-Mistassini,2492022,24,48.888295,-72.202796
6342,centre d'activitÈs de jour mÈtabetchouan,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1569,route 169,G8G1A8,mÈtabetchouan lac-‡-la-croix,qc,"1569, route 169 , mÈtabetchouan--lac-‡-la-croix (quÈbec) g8g 1a8",MÈtabetchouan--Lac-‡-la-Croix,2493012,24,48.4399807,-71.8434111
6343,centre d'activitÈs de jour options,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,93,boulevard hymus,H9R1E2,pointe-claire,qc,"93, boulevard hymus , pointe-claire (quÈbec) h9r 1e2",Pointe-Claire,2466097,24,45.4699447,-73.8064742
6344,centre d'activitÈs de jour saindon,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,85,rue notre-dame,G0T1L0,notre-dame-des-monts,qc,"85, rue notre-dame , notre-dame-des-monts (quÈbec) g0t 1l0",Notre-Dame-des-Monts,2415025,24,47.6646,-70.3841
6345,centre d'activitÈs de jour sainte-anne,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,365,boulevard sainte-anne,G5M1E8,rimouski,qc,"365, boulevard sainte-anne , rimouski (quÈbec) g5m 1e8",Rimouski,2410043,24,48.496055,-68.48557
6346,centre d'activitÈs de jour sud-ouest,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2027,rue lapierre,H8N1B1,montrÈal,qc,"2027, rue lapierre , montrÈal (quÈbec) h8n 1b1",MontrÈal,2466023,24,45.4369202,-73.6165443
6347,centre d'hebergement de l'hÙtel-dieu de saint-hyacinthe,general,Nursing and residential care facilities,Public Health Agency of Canada,,1800,rue dessaulles,J2S2T2,saint-hyacinthe,qc,"1800, rue dessaulles saint-hyacinthe qc j2s 2t2",Saint-Hyacinthe,2454048,24,45.625782,-72.9501547
6348,centre d'hÈbergement alternatif de sherbrooke,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,1287,rue belvÈdËre sud,J1H4E2,sherbrooke,qc,"1287, rue belvÈdËre sud , sherbrooke (quÈbec) j1h 4e2",Sherbrooke,2443027,24,45.38678,-71.8964
6349,centre d'hÈbergement champlain,soins prolongÈs,Nursing and residential care facilities,Public Health Agency of Canada,,1325,rue crawford,H4H2N6,verdun,qc,"1325, rue crawford verdun qc h4h 2n6",MontrÈal,2466023,24,45.4388464,-73.5867681
6350,centre d'hÈbergement champlain rive-sud,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,5300,ch chambly,J3Y3N7,saint-hubert,qc,"5300, ch. chambly saint-hubert qc j3y 3n7",Longueuil,2458227,24,45.5042501,-73.4219914
6351,centre d'hÈbergement de chauffailles,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,60,rue de chauffailles,G5R4E1,riviËre-du-loup,qc,"60, rue de chauffailles , riviËre-du-loup (quÈbec) g5r 4e1",RiviËre-du-Loup,2412072,24,47.816846,-69.539162
6352,centre d'hÈbergement du boisÈ,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,3690,boul neilson,G1W0A9,quÈbec,qc,"3690, boul. neilson quÈbec qc g1w 0a9",QuÈbec,2423027,24,46.7539156,-71.3214511
6353,centre d'hÈbergement du roseau,soins prolongÈs,Nursing and residential care facilities,Public Health Agency of Canada,,61,av de l'ermitage,G6P6X4,victoriaville,qc,"61, av. de l'ermitage victoriaville qc g6p 6x4",Victoriaville,2439062,24,46.061141,-71.9632667
6354,centre d'hÈbergement et clsc de notre-dame-du-bon-conseil,local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,91,rue saint-thomas,J0C1A0,notre-dame-du-bon-conseil,qc,"91, rue saint-thomas , notre-dame-du-bon-conseil (que?bec) j0c 1a0",Notre-Dame-du-Bon-Conseil,2449075,24,45.9999594,-72.3410734
6355,centre d'hÈbergement hÙpital general de quÈbec,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,260,boul langelier,G1K5N1,quÈbec,qc,"260, boul. langelier quÈbec qc g1k 5n1",Notre-Dame-des-Anges,2423015,24,46.8142946,-71.2333058
6356,centre d'hÈbergement rayon du soleil,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,272,avenue de grand-mËre,G9T2G7,shawinigan,qc,"272, avenue de grand-mËre , shawinigan (quÈbec) g9t 2g7",Shawinigan,2436033,24,46.6175324,-72.6901911
6357,centre d'hÈbergement sentier de l'espoir,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,205,7e rue ouest,G4V2L6,sainte-anne-des-monts,qc,"205, 7e rue ouest , sainte-anne-des-monts (quÈbec) g4v 2l6",Sainte-Anne-des-Monts,2404037,24,49.119045,-66.485216
6358,centre d'intÈgration communautaire,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2103,avenue jeanne-darc,H1W3V6,montrÈal,qc,"2103, avenue jeanne-d'arc , montrÈal (quÈbec) h1w 3v6",MontrÈal,2466023,24,45.550468,-73.5461797
6359,centre d'youville,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,531,rue laviolette,J7Y2T8,saint-jÈrome,qc,"531, rue laviolette saint-jÈrome qc j7y 2t8",Saint-JÈrÙme,2475017,24,45.7829075,-74.0061506
6360,centre de convalescence pie xii (baie-comeau),residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,516,rue pie-xii,G5C1S3,baie-comeau,qc,"516, rue pie-xii , baie-comeau (quÈbec) g5c 1s3",Baie-Comeau,2496020,24,49.190416,-68.249749
6361,centre de coordination de services beaubien,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,7077,rue beaubien est,H1M2Y2,montrÈal,qc,"7077, rue beaubien est, bureau 310 , montrÈal (quÈbec) h1m 2y2",MontrÈal,2466023,24,45.5937616,-73.5598872
6362,centre de coordination de services marie-bourassa,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,5695,avenue des marronniers,H1T2W3,montrÈal,qc,"5695, avenue des marronniers , montrÈal (quÈbec) h1t 2w3",MontrÈal,2466023,24,45.5700652,-73.5648234
6363,centre de crise l'accalmie (centre de rÈadaptation pour jeunes en difficultÈ d'adaptation),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,8701,chemin blanchette,J1N0C7,sherbrooke,qc,"8701, chemin blanchette , sherbrooke (quÈbec) j1n 0c7",Sherbrooke,2443027,24,45.311795,-72.013929
6364,centre de jour lajeunesse,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,10794,rue lajeunesse,H3L2E8,montrÈal,qc,"10794, rue lajeunesse , montrÈal (quÈbec) h3l 2e8",MontrÈal,2466023,24,45.555505,-73.6722118
6365,centre de jour pour les jeunes en difficultÈ d'adaptation fullum,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2025,rue fullum,H2K3N5,montrÈal,qc,"2025, rue fullum, bureau 220 , montrÈal (quÈbec) h2k 3n5",MontrÈal,2466023,24,45.5308757,-73.557752
6366,centre de loisirs adaptÈs la maison grandi-ose,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,440,rue latreille,G8T3G6,trois-riviËres,qc,"440, rue latreille , trois-riviËres (quÈbec) g8t 3g6",Trois-RiviËres,2437067,24,46.372184,-72.504992
