index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
4137,lakeview retirement centre,retirement home,Nursing and residential care facilities,Province of Ontario,,339,hamilton regional road 8,L8G1E7,hamilton,on,,Hamilton,3525005.0,35,43.22011219,-79.72878866
4138,lambton elderly outreach,community support service,Ambulatory health care services,Province of Ontario,,4486,london line,N0N1T0,plympton-wyoming,on,,Plympton-Wyoming,3538035.0,35,42.98009854,-82.11885909
4139,lambton meadowview villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,3958,petrolia line,N0N1R0,petrolia,on,,Enniskillen,3538016.0,35,42.88448582,-82.16482359
4140,lambton public health,public health unit office,Ambulatory health care services,Province of Ontario,,160,exmouth street,N7T7Z6,sarnia,on,,Point Edward,3538031.0,35,42.98622632,-82.40496907
4141,lanark county interval house,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,,,carleton place,on,,Carleton Place,3509028.0,35,45.14061199,-76.14654846
4142,lanark health and community services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,30,bennett street,K7C4J9,carleton place,on,,Beckwith,3509024.0,35,45.12721059,-76.13043566
4143,lanark heights long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,46,lanark crescent,N2N2Z8,kitchener,on,,Kitchener,3530013.0,35,43.42436319,-80.53544803
4144,lanark lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,115,christie lake road,K7H3C6,perth,on,,Tay Valley,3509015.0,35,44.90398014,-76.27207578
4145,lanark village,retirement home,Nursing and residential care facilities,Province of Ontario,,44,lanark crescent,N2N2Z8,kitchener,on,,Kitchener,3530013.0,35,43.42451939,-80.53455943
4146,"lanark, leeds and grenville addictions and mental health",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,25,front avenue w,K6V4J2,brockville,on,,Brockville,3507015.0,35,44.59768821,-75.68863117
4147,lance krasman memorial centre for community mental health,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,10121,yonge street,L4C1T7,richmond hill,on,,Richmond Hill,3519038.0,35,43.87424932,-79.43774412
4148,land o'lakes community services corporation,community support service,Ambulatory health care services,Province of Ontario,,13,airport road,K0H2G0,northbrook,on,,Addington Highlands,3511035.0,35,44.73485927,-77.15766056
4149,landmark court,retirement home,Nursing and residential care facilities,Province of Ontario,,140,darlington private,K1V0X7,ottawa,on,,Ottawa,3506008.0,35,45.35328584,-75.66901942
4150,landmark village signature retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,1370,l'heritage drive,N7S6H8,sarnia,on,,Sarnia,3538030.0,35,42.98366042,-82.35688446
4151,langdon retirement villa,retirement home,Nursing and residential care facilities,Province of Ontario,,196,ferguson drive,N4V1A6,woodstock,on,,Woodstock,3532042.0,35,43.11615483,-80.74853947
4152,langs farm village association,community health centre,Hospitals,Province of Ontario,,887,langs drive,N3H5K4,cambridge,on,,Cambridge,3530010.0,35,43.3999977,-80.33580576
4153,langstaff square care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,170,red maple road,L4B4T8,richmond hill,on,,Richmond Hill,3519038.0,35,43.84482422,-79.42478351
4154,lapointe-fisher nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,271,metcalfe street,N1E4Y8,guelph,on,,Guelph,3523008.0,35,43.56346913,-80.25748785
4155,lapointe-fisher nursing home limited ó brouillette manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N8N4X8,tecumseh,on,,Tecumseh,,35,,
4156,lapointe-fisher nursing home limited ó fairfield park,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N8A4M2,wallaceburg,on,,,,35,,
4157,lapointe-fisher nursing home limited ó lapointe-fisher nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N1E4Y8,guelph,on,,Guelph,,35,,
4158,lasalle park retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,18,plains road w,L7T1E9,burlington,on,,Burlington,3524002.0,35,43.3061966,-79.8527417
4159,lasalle residence for seniors,retirement home,Nursing and residential care facilities,Province of Ontario,,1758,lasalle boulevard,P3A5W4,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.52276689,-80.93311137
4160,laverendrye general hospital,general,Hospitals,Public Health Agency of Canada,,110,victoria ave,P9A2B7,fort frances,on,110 victoria ave. fort frances on p9a 2b7,Fort Frances,3559012.0,35,48.6060113,-93.3925426
4161,le centre de sante communautaire de l'estrie ontario,children's treatment centre,Hospitals,Province of Ontario,,841,sydney street,K6H5R6,cornwall,on,,Cornwall,3501012.0,35,45.02919983,-74.73159929
4162,le centre de santÈ communautaire du hamilton-wentworth-niagara inc.,children's treatment centre,Hospitals,Province of Ontario,,1,vanier drive,L3B1A1,welland,on,,Welland,3526032.0,35,42.98556287,-79.22488318
4163,le genesis,retirement home,Nursing and residential care facilities,Province of Ontario,,1003,limoges road,K0A2M0,limoges,on,,The Nation / La Nation,3502025.0,35,45.29369315,-75.22846107
4164,le manoir caledonia,retirement home,Nursing and residential care facilities,Province of Ontario,,138,caledonia road,K0C2B0,saint isidore,on,,The Nation / La Nation,3502025.0,35,45.38436928,-74.90026817
4165,le pavillon,retirement home,Nursing and residential care facilities,Province of Ontario,,1122,notre dame avenue,K0A1W0,embrun,on,,Russell,3502048.0,35,45.27432915,-75.26511528
4166,leacock care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,25,museum drive,L3V7T9,orillia,on,,Orillia,3543052.0,35,44.60660015,-79.39492597
4167,leacock retirement lodge ltd.,retirement home,Nursing and residential care facilities,Province of Ontario,,298,forest avenue n,L3V0C3,orillia,on,,Orillia,3543052.0,35,44.60678815,-79.39654477
4168,leamington and area fht,family health team - contract,Ambulatory health care services,Province of Ontario,,197,talbot street w,N8H1N8,leamington,on,,Leamington,3537003.0,35,42.05048285,-82.61517146
4169,leamington court retirement residence,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N8H5P1,leamington,on,,Leamington,,35,,
4170,leamington district memorial hospital,general,Hospitals,Public Health Agency of Canada,,194,talbot st w,N8H1N9,leamington,on,194 talbot st. w. leamington on n8h 1n9,Leamington,3537003.0,35,42.048309,-82.614776
4171,leamington mennonite home,community support service,Ambulatory health care services,Province of Ontario,,35,pickwick drive,N8H4X5,leamington,on,,Leamington,3537003.0,35,42.04374165,-82.59059485
4172,leamington mennonite home - css,community support service,Ambulatory health care services,Province of Ontario,,35,pickwick drive,N8H4X5,leamington,on,,Leamington,3537003.0,35,42.04374165,-82.59059485
4173,leamington mennonite home long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,35,pickwick drive,N8H4X5,leamington,on,,Leamington,3537003.0,35,42.04374165,-82.59059485
4174,leaside,retirement home,Nursing and residential care facilities,Province of Ontario,,14,william morgan drive,M4H1E7,toronto,on,,Toronto,3520005.0,35,43.7093926,-79.34114138
4175,lee manor home,long-term care home,Nursing and residential care facilities,Province of Ontario,,875,sixth street e,N4K5W5,owen sound,on,,Owen Sound,3542059.0,35,44.56074357,-80.92749966
4176,leeds & grenville community family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,2235,parkedale avenue,K6V6B2,brockville,on,,Brockville,3507015.0,35,44.60729181,-75.69309047
4177,"leeds, grenville and lanark district health unit",public health unit office,Ambulatory health care services,Province of Ontario,,458,laurier boulevard,K6V7A3,brockville,on,,Brockville,3507015.0,35,44.61633712,-75.70355047
4178,leisure living retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,98,talbot street e,N0A1J0,jarvis,on,,Haldimand County,3528018.0,35,42.88603672,-80.10467015
4179,lennox and addington county general hospital,general,Hospitals,Public Health Agency of Canada,,8,richmond park dr,K7R2Z4,napanee,on,8 richmond park dr. napanee on k7r 2z4,Greater Napanee,3511015.0,35,44.240025,-76.96702900000001
4180,lennox and addington county general hospital (css),community support service,Ambulatory health care services,Province of Ontario,,8,richmond park drive,K7R2Z4,napanee,on,,Greater Napanee,3511015.0,35,44.2401592,-76.96698966
4181,lennox and addington seniors outreach services,community support service,Ambulatory health care services,Province of Ontario,,12,richmond park drive,K7R2Z5,napanee,on,,Greater Napanee,3511015.0,35,44.241667299999996,-76.9669265
4182,les centres d'accueil heritage - centre des pionniers (ce lhin),community support service,Ambulatory health care services,Province of Ontario,,33,hahn place,M5A4G2,toronto,on,,Toronto,3520005.0,35,43.64944139,-79.36253118
4183,les centres d'accueil heritage- centre des pionniers,community support service,Ambulatory health care services,Province of Ontario,,33,hahn place,M5A4G2,toronto,on,,Toronto,3520005.0,35,43.64944139,-79.36253118
4184,les promenades,retirement home,Nursing and residential care facilities,Province of Ontario,,110,rossignol drive,K4A0N2,ottawa,on,,Ottawa,3506008.0,35,45.48979007,-75.50373128
4185,lifemark health group ó lifemark physiotherapy church street,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L6B1A1,markham,on,,Markham,,35,,
4186,lifemark health group ó lifemark physiotherapy fonthill,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L0S1E6,fonthill,on,,,,35,,
4187,lifemark health group ó lifemark physiotherapy main east&kenilworth,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L8K6M3,hamilton,on,,Hamilton,,35,,
4188,lifemark health group ó lifemark physiotherapy mohawk,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L9A2H6,hamilton,on,,Hamilton,,35,,
4189,lifetimes on riverside,retirement home,Nursing and residential care facilities,Province of Ontario,,3387,riverside drive e,N8Y1A8,windsor,on,,Windsor,3537039.0,35,42.32614478,-82.99673359999998
4190,light-haven home inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,38,desbarats street,P0R1C0,bruce mines,on,,Bruce Mines,3557021.0,35,46.303036799999994,-83.78857256
4191,lincoln park retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,265,main street e,L3M1P7,grimsby,on,,Grimsby,3526065.0,35,43.185995,-79.52649269
4192,linda gaspich physiotherapy,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L2R2P2,st catharines,on,,St. Catharines,,35,,
4193,linhaven,long-term care home,Nursing and residential care facilities,Province of Ontario,,403,ontario street,L2N1L5,st catharines,on,,St. Catharines,3526053.0,35,43.18351721,-79.26633031
4194,links2care,community support service,Ambulatory health care services,Province of Ontario,,2030,bristol circle,L6H0H2,oakville,on,,Oakville,3524001.0,35,43.51086305,-79.67178966
4195,listowel memorial hospital,laboratory - hospital,Ambulatory health care services,Province of Ontario,,255,elizabeth street e,N4W2P5,listowel,on,,North Perth,3531040.0,35,43.73336822,-80.94894479
4196,listowel wingham hospitals alliance - listowel memorial hospital,general,Hospitals,Public Health Agency of Canada,,255,elizabeth st e,N4W2P5,listowel,on,255 elizabeth st. e. listowel on n4w 2p5,North Perth,3531040.0,35,43.7333597,-80.94894090000001
4197,listowel wingham hospitals alliance - wingham and district hospital,general,Hospitals,Public Health Agency of Canada,,270,carling terrace,N0G2W0,wingham,on,270 carling terrace wingham on n0g 2w0,North Huron,3540055.0,35,43.8848,-81.306698
4198,living life on the avenue retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1066,avenue road,M5N0A3,toronto,on,,Toronto,3520005.0,35,43.70583549,-79.41021620000001
4199,livingstone manor retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,480,main street w,N4W1A6,listowel,on,,North Perth,3531040.0,35,43.73326732,-80.95802589
4200,loft community service (central lhin),community support service,Ambulatory health care services,Province of Ontario,,15,toronto street,M5C2E3,toronto,on,,Toronto,3520005.0,35,43.65032438,-79.37590518
4201,loft community services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,437,sherbourne street,M4X1K5,toronto,on,,Toronto,3520005.0,35,43.66563579,-79.37378508
4202,lombard manor,retirement home,Nursing and residential care facilities,Province of Ontario,,844,highway 15 s,K0G1L0,lombardy,on,,Rideau Lakes,3507040.0,35,44.80388423,-76.09521292
4203,london family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,1261,beaverbrook avenue,N6H0G6,london,on,,London,3539036.0,35,42.99157728,-81.29416603
4204,london health sciences centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,860,richmond street,N6A3H8,london,on,,London,3539036.0,35,42.99908238,-81.25457602
4205,london health sciences centre (corporate office),general,Hospitals,Public Health Agency of Canada,,800,commissioners rd e,N6A5W9,london,on,800 commissioners rd. e. london on n6a 5w9,London,3539036.0,35,42.960029,-81.22543
4206,london health sciences centre - south street site,general,Hospitals,Public Health Agency of Canada,,375,south st,N6A4G5,london,on,375 south st. london on n6a 4g5,London,3539036.0,35,42.9868096,-81.2511264
4207,london health sciences centre - university,hospital - site,Hospitals,Province of Ontario,,339,windermere road,N6G2V4,london,on,,London,3539036.0,35,43.0124531,-81.2745418
4208,london health sciences centre - university campus,general,Hospitals,Public Health Agency of Canada,,339,windermere rd,N6A5A5,london,on,339 windermere rd. london on n6a 5a5,London,3539036.0,35,43.012453,-81.27454200000001
4209,london health sciences centre - victoria,hospital - corporation,Hospitals,Province of Ontario,,800,commissioners road e,N6A5W9,london,on,,London,3539036.0,35,42.95834398,-81.22555890000001
4210,london health sciences centre - victoria campus,general,Hospitals,Public Health Agency of Canada,,800,commissioners rd e,N6A5W9,london,on,"800 commissioners rd. e., london on n6a 5w9",London,3539036.0,35,42.960359999999994,-81.22663100000001
4211,london health sciences centre ó university hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,N6A5A5,london,on,,London,,35,,
4212,london health sciences centre ó victoria hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,N6A5W9,london,on,,London,,35,,
4213,london intercommunity health centre,community health centre,Hospitals,Province of Ontario,,659,dundas street e,N5W2Z1,london,on,,London,3539036.0,35,42.98903318,-81.22974771
4214,longfields manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,330,beatrice drive,K2J5A5,ottawa,on,,Ottawa,3506008.0,35,45.28026603,-75.72981554
4215,longworth retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,600,longworth road,N6K4X9,london,on,,London,3539036.0,35,42.95010837,-81.30690393
4216,lookout ridge retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,1505,lookout street,L0S1E5,pelham,on,,Pelham,3526028.0,35,43.04374608,-79.30042241
4217,lord dufferin centre,retirement home,Nursing and residential care facilities,Province of Ontario,,32,first street,L9W2E1,orangeville,on,,Orangeville,3522014.0,35,43.9218086,-80.09862694
4218,lovesick lake native women's association,community support service,Ambulatory health care services,Province of Ontario,,12,albert street,K0L2H0,lakefield,on,,Selwyn,3515015.0,35,44.4230619,-78.2715271
4219,lower outaouais family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,144,main street e,K6A1A3,hawkesbury,on,,Hawkesbury,3502008.0,35,45.60939633,-74.61034769
4220,loyalist fht,family health team - contract,Ambulatory health care services,Province of Ontario,,18,manitou crescent w,K7N1S3,amherstview,on,,Loyalist,3511005.0,35,44.21909631,-76.64518225
4221,loyalist retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,190,king street,L2R3J7,st catharines,on,,St. Catharines,3526053.0,35,43.161500200000006,-79.2429597
4222,lumacare services,community support service,Ambulatory health care services,Province of Ontario,,497,wilson avenue,M3H1V1,toronto,on,,Toronto,3520005.0,35,43.7346967,-79.44516391
4223,lundy manor,retirement home,Nursing and residential care facilities,Province of Ontario,,7860,lundys lane,L2H1H1,niagara falls,on,,Niagara Falls,3526043.0,35,43.08831729999999,-79.12817585
4224,luther village on the park-sunshine centre,retirement home,Nursing and residential care facilities,Province of Ontario,,141,father david bauer drive,N2L6N9,waterloo,on,,Waterloo,3530016.0,35,43.463686200000005,-80.53586363
4225,lutheran homes kitchenerñwaterloo ó trinity village care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N2C1A7,kitchener,on,,Kitchener,,35,,
4226,lutherwood children's mental health services,psychiatric,Ambulatory health care services,Public Health Agency of Canada,,285,benjamin rd,N2J3Z4,waterloo,on,285 benjamin rd. waterloo on n2j 3z4,Waterloo,3530016.0,35,43.5004006,-80.5680104
4227,lv physiotherapy,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L2S0B6,st catharines,on,,St. Catharines,,35,,
4228,lynde creek manor,retirement home,Nursing and residential care facilities,Province of Ontario,,50,paul burns way,L1R2Y9,whitby,on,,Whitby,3518009.0,35,43.91091175,-78.96236807
4229,lynwood park lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,1,eaton street,K2H9P1,ottawa,on,,Ottawa,3506008.0,35,45.32671513,-75.81749627
4230,maamwesying north shore community health services,family health team - contract,Ambulatory health care services,Province of Ontario,,473,highway 17 w,P0P1B0,cutler,on,,Serpent River 7,3557072.0,35,46.20594026,-82.42192801
4231,maamwesying north shore community health services - css,community support service,Ambulatory health care services,Province of Ontario,,473,highway 17 w,P0P1B0,cutler,on,,Serpent River 7,3557072.0,35,46.20594026,-82.42192801
4232,macassa lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,701,upper sherman avenue,L8V3M7,hamilton,on,,Hamilton,3525005.0,35,43.22567639,-79.84867319
4233,macassa lodge adult day program,community support service,Ambulatory health care services,Province of Ontario,,41,south street w,L9H4C4,hamilton,on,,Hamilton,3525005.0,35,43.25983089,-79.94970123
4234,mackay manor,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,196,argyle street s,K7V1T5,renfrew,on,,Renfrew,3547048.0,35,45.47131762,-76.68525007
4235,mackenzie health,laboratory - hospital,Ambulatory health care services,Province of Ontario,,10,trench street,L4C4Z3,richmond hill,on,,Richmond Hill,3519038.0,35,43.87045412,-79.45081182
4236,mackenzie health - richmond hill,hospital - corporation,Hospitals,Province of Ontario,,10,trench street,L4C4Z3,richmond hill,on,,Richmond Hill,3519038.0,35,43.87030772,-79.44955502
4237,mackenzie health long term care facility,long-term care home,Nursing and residential care facilities,Province of Ontario,,10,trench street,L4C4Z3,richmond hill,on,,Richmond Hill,3519038.0,35,43.87045412,-79.45081182
4238,mackenzie health ó mackenzie richmond hill hospital,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,L4C4Z3,richmond hill,on,,Richmond Hill,,35,,
4239,mackenzie health ó reactivation care centre finch,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,M3N1N1,toronto,on,,Toronto,,35,,
4240,mackenzie health ó urgent care centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,L6A4H7,vaughan,on,,Vaughan,,35,,
4241,mackenzie place,long-term care home,Nursing and residential care facilities,Province of Ontario,,52,george street,L3Y4V3,newmarket,on,,Newmarket,3519048.0,35,44.05748695,-79.47891695
4242,mackenzie richmond hill hospital,general,Hospitals,Public Health Agency of Canada,,10,trench st,L4C4Z3,richmond hill,on,10 trench st. richmond hill on l4c 4z3,Richmond Hill,3519038.0,35,43.8705482,-79.4503859
4243,madison community services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,210,dundas street w,M5G2E8,toronto,on,,Toronto,3520005.0,35,43.65522609,-79.38747389
4244,madonna care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1541,saint joseph boulevard,K1C7L3,ottawa,on,,Ottawa,3506008.0,35,45.46043427,-75.559988
4245,magnetawan first nation,community support service,Ambulatory health care services,Province of Ontario,,10,highway 529,P0G1A0,britt,on,,Magnetewan 1,3549078.0,35,45.77055329,-80.49749804
4246,main street terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,77,main street,M4E2V6,toronto,on,,Toronto,3520005.0,35,43.68160949,-79.29859826
4247,mainstay housing,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,550,queen street e,M5A1V2,toronto,on,,Toronto,3520005.0,35,43.65746389,-79.35716348
4248,maison arc-en-ciel centre de rehabilitation du nord de l'ontario inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,highway 11,P0L1Z0,opasatika,on,,Opasatika,3556073.0,35,49.52903373,-82.87745628
4249,maison de soins palliatifs de sudbury hospice,community support service,Ambulatory health care services,Province of Ontario,,1028,south bay road,P3E6J7,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.470769,-80.96757099999999
4250,maison fraternitÈ - fraternity house,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,300,olmstead street,K1L7K1,ottawa,on,,Ottawa,3506008.0,35,45.43481376,-75.66212013
4251,maison renaissance de la rehabilitation,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,924,halle street,P0L1N0,jogues,on,,Hearst,3556076.0,35,49.6830758,-83.66989437
4252,maitland manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,290,south street,N7A4G6,goderich,on,,Goderich,3540028.0,35,43.73314149,-81.71190013
4253,maitland valley family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,180,cambria road n,N7A4N8,goderich,on,,Goderich,3540028.0,35,43.74963479,-81.70373413
4254,malcolm place retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,255,durham street,N2Z2Y6,kincardine,on,,Kincardine,3541024.0,35,44.17975057,-81.63518815
4255,malton village long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,7075,rexwood road,L4T4M1,mississauga,on,,Mississauga,3521005.0,35,43.71847959,-79.62437147
4256,mamaweswen north shore tribal council,community support service,Ambulatory health care services,Province of Ontario,,473,highway 17 w,P0P1B0,cutler,on,,Serpent River 7,3557072.0,35,46.20594026,-82.42192801
4257,mango tree family health team - equipe sante familiale,family health team - contract,Ambulatory health care services,Province of Ontario,,28,brock road,N1H6H9,guelph,on,,Puslinch,3523001.0,35,43.474055,-80.151062
4258,manitoulin centennial manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,P0P1K0,little current,on,,,,35,,
4259,manitoulin centennial manor home for the aged,long-term care home,Nursing and residential care facilities,Province of Ontario,,70,robinson street,P0P1K0,little current,on,,Northeastern Manitoulin and the Islands,3551017.0,35,45.98389625,-81.93648973
4260,manitoulin central family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,2120,highway 551,P0P1S0,mindemoya,on,,Central Manitoulin,3551006.0,35,45.737968200000005,-82.1675296
4261,manitoulin family resources incorporated,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,,,mindemoya,on,,Central Manitoulin,3551006.0,35,45.7324213,-82.16731578
4262,manitoulin health centre,,Hospitals,Canadian Institute for Health Information,,11,meredith street,P0P1K0,little current,on,11 meredith street little current on p0p 1k0 canada,Northeastern Manitoulin and the Islands,3551017.0,35,45.980138000000004,-81.931943
4263,manitoulin health centre - little current,hospital - corporation,Hospitals,Province of Ontario,,11,meredith street,P0P1K0,little current,on,,Northeastern Manitoulin and the Islands,3551017.0,35,45.97905365,-81.92683393
4264,manitoulin health centre - little current site,general,Hospitals,Public Health Agency of Canada,,44148,meredith st w,P0P1K0,little current,on,11 - 13 meredith st. w. little current on p0p 1k0,Northeastern Manitoulin and the Islands,3551017.0,35,45.978547,-81.92662
4265,manitoulin health centre - mindemoya,hospital - site,Hospitals,Province of Ontario,,2120,highway 551,P0P1S0,mindemoya,on,,Central Manitoulin,3551006.0,35,45.73795429999999,-82.16749018
4266,manitoulin health centre - mindemoya site,general,Hospitals,Public Health Agency of Canada,,,,P0P1S0,mindemoya,on,p.o. box 170 mindemoya on p0p 1s0,Central Manitoulin,3551006.0,35,45.73814,-82.166739
4267,manitoulin health centre ó mindemoya hospital site,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,P0P1S0,mindemoya,on,,,,35,,
4268,manitoulin lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,3,main street,P0P1H0,gore bay,on,,Gore Bay,3551026.0,35,45.91388961,-82.46562059
4269,manitouwadge general hospital,general,Hospitals,Public Health Agency of Canada,,1,health care cres,P0T2C0,manitouwadge,on,1 health care cres. manitouwadge on p0t 2c0,Manitouwadge,3558066.0,35,49.127201,-85.82422640000001
4270,manitowaning medical clinic board,family health team - contract,Ambulatory health care services,Province of Ontario,,23,spragge street,P0P1N0,manitowaning,on,,Assiginack,3551011.0,35,45.74503062,-81.80696106
4271,manoir carillon manor inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,1988,principale street chute-„,K0B1B0,blondeau,on,,East Hawkesbury,3502001.0,35,45.58909213,-74.47305594
4272,manoir marochel,long-term care home,Nursing and residential care facilities,Province of Ontario,,949,montreal road,K1K0S6,ottawa,on,,Ottawa,3506008.0,35,45.44785486,-75.62821042
4273,manoir mcgill,retirement home,Nursing and residential care facilities,Province of Ontario,,261,mcgill street,K6A1P9,hawkesbury,on,,Hawkesbury,3502008.0,35,45.60837973,-74.61369449
4274,manoir mcgill 342,retirement home,Nursing and residential care facilities,Province of Ontario,,342,mcgill street,K6A3V5,hawkesbury,on,,Hawkesbury,3502008.0,35,45.60770963,-74.61487659
4275,manoir rockland manor,retirement home,Nursing and residential care facilities,Province of Ontario,,9045,county road 17,K4K0J9,clarence-rockland,on,,Clarence-Rockland,3502036.0,35,45.54633329,-75.30048322
4276,manorcare partners ó friendly manor nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0K1X0,deseronto,on,,Deseronto,,35,,
4277,manorcare partners ó stirling manor nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0K3E0,stirling,on,,,,35,,
4278,manotick place retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,1145,bridge street,K4M0G8,ottawa,on,,Ottawa,3506008.0,35,45.22742182,-75.68537372
4279,maple city centre for older adults o/a active lifestyle centre,community support service,Ambulatory health care services,Province of Ontario,,20,merritt avenue,N7M6G9,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.39876093,-82.20622706
4280,maple city retirement inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,97,mcfarlane avenue,N7L4V6,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.41568693,-82.20527286
4281,maple court retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,5,fourth street,N0G2V0,walkerton,on,,Brockton,3541032.0,35,44.11737428,-81.15042619
4282,maple fht,family health team - contract,Ambulatory health care services,Province of Ontario,,1036,princess street,K7L1H2,kingston,on,,Kingston,3510010.0,35,44.24193642,-76.51566161
4283,maple grove care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,215,sunny meadow boulevard,L6R3B5,brampton,on,,Brampton,3521010.0,35,43.75771219,-79.75483001
4284,maple lodge retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,154,maple street,N3Y2G6,simcoe,on,,Norfolk County,3528052.0,35,42.840714500000004,-80.31065081
4285,maple manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,73,bidwell street,N4G3T8,tillsonburg,on,,Tillsonburg,3532004.0,35,42.86006238,-80.72991974
4286,maple manor residence,retirement home,Nursing and residential care facilities,Province of Ontario,,132,avonlough road,K8N4Z2,belleville,on,,Belleville,3512005.0,35,44.14600826,-77.421061
4287,maple park lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,6,hagey avenue,L2A5M5,fort erie,on,,Fort Erie,3526003.0,35,42.91045417,-78.92271967
4288,maple view,long-term care home,Nursing and residential care facilities,Province of Ontario,,1029,4 avenue w,N4K4W1,owen sound,on,,Owen Sound,3542059.0,35,44.56743597,-80.94905687
4289,maple view lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,746,county road 42 e,K0E1B0,athens,on,,Athens,3507042.0,35,44.63454631,-75.93144305
4290,maple view retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2281,county road 45,K0L2V0,norwood,on,,Asphodel-Norwood,3515003.0,35,44.37701618,-77.97470459
4291,maple view terrace retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,279,horton street,N6B1L3,london,on,,London,3539036.0,35,42.98010548,-81.24186251
