,index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city_x,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,facility_name_clean,cleaned_name,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city_y,postal code,number of beds,total_inspections,5y_inspections,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
338,4341.0,mccormick home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2022,kains road,N6K0A8,london,on,,London,3539036.0,35.0,42.96884017,-81.35418445,mccormick home,mccormick home,MCCORMICK HOME,2022 Kains Road,"London, N6K0A8",South West,The Women's Christian Association Of London,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,London, N6K0A8,160.0,47.0,18.0,,,,,,,,
339,4344.0,mcgarrell place,long-term care home,Nursing and residential care facilities,Province of Ontario,,355,mcgarrell drive,N6G0B1,london,on,,London,3539036.0,35.0,43.02383798,-81.29614393,mcgarrell place,mcgarrell place,MCGARRELL PLACE,355 McGarrell Drive,"London, N6G0B1",South West,Axr Operating (National) Lp,,For-Profit,Home with approximately 157 beds,No,Yes,Yes,Yes,,London, N6G0B1,157.0,48.0,22.0,,,,,,,,
340,4349.0,meadow park (london),long-term care home,Nursing and residential care facilities,Province of Ontario,,1210,southdale road e,N6E1B4,london,on,,London,3539036.0,35.0,42.94667847,-81.20205190000001,meadow park (london),meadow park (london),MEADOW PARK (LONDON),1210 Southdale Road East,"London, N6E1B4",South West,Meadow Park (London) Inc.,,For-Profit,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,London, N6E1B4,126.0,88.0,48.0,102.0,Meadow Park (London),London,126.0,<5,<5,8,Active
341,4350.0,meadow park nursing home (chatham),long-term care home,Nursing and residential care facilities,Province of Ontario,,110,sandys street,N7L4X3,chatham-kent,on,,Chatham-Kent,3536020.0,35.0,42.40705193,-82.19885326,meadow park nursing home (chatham),meadow park nursing home (chatham),MEADOW PARK NURSING HOME (CHATHAM),110 Sandys Street,"Chatham, N7L4X3",Erie St. Clair,Meadow Park (Chatham) Inc.,,For-Profit,Home with approximately 99 beds,Yes,Yes,Yes,Yes,,Chatham, N7L4X3,99.0,19.0,8.0,,,,,,,,
342,4352.0,meaford long term care - a peoplecare community,long-term care home,Nursing and residential care facilities,Province of Ontario,,135,william street,N4L1T4,meaford,on,,Meaford,3542047.0,35.0,44.61169379,-80.60054596,meaford long term care - a peoplecare community,meaford long term care - a peoplecare community,MEAFORD LONG TERM CARE - A PEOPLECARE COMMUNITY,135 William Street,"Meaford, N4L1T4",South West,Meaford Nursing Home Limited,,For-Profit,Home with approximately 77 beds,Yes,Yes,Yes,Yes,,Meaford, N4L1T4,77.0,36.0,9.0,,,,,,,,
343,4366.0,mennonite brethren senior citizens home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,tabor drive,L2N1V9,st catharines,on,,St. Catharines,3526053.0,35.0,43.1888487,-79.2335379,mennonite brethren senior citizens home,mennonite brethren senior citizens home,MENNONITE BRETHREN SENIOR CITIZENS HOME,1 Tabor Drive,"St Catharines, L2N1V9",Hamilton Niagara Haldimand Brant (Hnhb),Mennonite Brethren Senior Citizens Home,,Non-Profit,Home with approximately 82 beds,Yes,Yes,Yes,No,,St Catharines, L2N1V9,82.0,28.0,13.0,,,,,,,,
344,4386.0,middlesex terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,2094,gideon drive,N0L1E0,delaware,on,,Middlesex Centre,3539033.0,35.0,42.92353736,-81.42514196,middlesex terrace,middlesex terrace,MIDDLESEX TERRACE,2094 Gideon Drive R.R. #1,"Delaware, N0L1E0",South West,Middlesex Terrace Limited,Apans Health Services,For-Profit,Home with approximately 105 beds,No,Yes,Yes,Yes,,Delaware, N0L1E0,105.0,43.0,21.0,,,,,,,,
345,4388.0,midland gardens care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,130,midland avenue,M1N4E6,toronto,on,,Toronto,3520005.0,35.0,43.708358600000004,-79.24749635,midland gardens care community,midland gardens care community,MIDLAND GARDENS CARE COMMUNITY,130 Midland Avenue,"Scarborough, M1N4B2",Central East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 299 beds,Yes,Yes,Yes,Yes,,Scarborough, M1N4B2,299.0,80.0,56.0,103.0,Midland Gardens Care Community,Scarborough,299.0,21,<5,8,Active
346,4389.0,mill creek care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,286,hurst drive,L4N0Z3,barrie,on,,Barrie,3543042.0,35.0,44.368993100000004,-79.65609964,mill creek care centre,mill creek care centre,MILL CREEK CARE CENTRE,286 Hurst Drive,"Barrie, L4N0Z3",North Simcoe Muskoka,Mill Creek Care Centre,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,Barrie, L4N0Z3,160.0,35.0,13.0,,,,,,,,
347,4390.0,millennium trail manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,6861,oakwood drive,L2E6S5,niagara falls,on,,Niagara Falls,3526043.0,35.0,43.076347,-79.11734305,millennium trail manor,millennium trail manor,MILLENNIUM TRAIL MANOR,6861 Oakwood Drive,"Niagara Falls, L2E6S5",Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Niagara Falls, L2E6S5,160.0,50.0,23.0,,,,,,,,
348,4395.0,miramichi lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,725,pembroke street w,K8A8S6,pembroke,on,,Pembroke,3547064.0,35.0,45.82684776,-77.13017355,miramichi lodge,miramichi lodge,MIRAMICHI LODGE,725 Pembroke Street West,"Pembroke, K8A8S6",Champlain,County Of Renfrew,,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Pembroke, K8A8S6,166.0,30.0,18.0,32.0,Miramichi Lodge,Pembroke,166.0,,0,,Inactive
349,4404.0,mississauga long term care facility,long-term care home,Nursing and residential care facilities,Province of Ontario,,26,peter street n,L5H2G7,mississauga,on,,Mississauga,3521005.0,35.0,43.54970386,-79.59094324,mississauga long term care facility,mississauga long term care facility,MISSISSAUGA LONG TERM CARE FACILITY,26 Peter Street North,"Mississauga, L5H2G7",Mississauga Halton,Mississauga Long Term Care Facility Inc.,,For-Profit,Home with approximately 55 beds,No,Yes,No,Yes,,Mississauga, L5H2G7,55.0,14.0,10.0,,,,,,,,
350,4407.0,mitchell nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,184,napier street,N0K1N0,mitchell,on,,West Perth,3531025.0,35.0,43.47396537,-81.20189084,mitchell nursing home,mitchell nursing home,MITCHELL NURSING HOME,"184 Napier Street, S.S. #1","Mitchell, N0K1N0",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 48 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,48.0,34.0,10.0,,,,,,,,
351,4411.0,moira place long-term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,415,river street w,K0K3J0,tweed,on,,Tweed,3512030.0,35.0,44.47111572,-77.31915479,moira place long-term care home,moira place long-term care home,MOIRA PLACE LONG-TERM CARE HOME,415 River Street West P.O. Box 200,"Tweed, K0K3J0",South East,Aon Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Tweed, K0K3J0,128.0,37.0,27.0,33.0,Moira Place Long-Term Care Home,Tweed,128.0,,0,,Inactive
352,4416.0,mon sheong home for the aged,long-term care home,Nursing and residential care facilities,Province of Ontario,,36,darcy street,M5T1J7,toronto,on,,Toronto,3520005.0,35.0,43.65527498,-79.39314779,mon sheong home for the aged,mon sheong home for the aged,MON SHEONG HOME FOR THE AGED,36 D'Arcy Street,"Toronto, M5T1J7",Toronto Central,Mon Sheong Foundation,,Non-Profit,Home with approximately 105 beds,Yes,Yes,No,No,,Toronto, M5T1J7,105.0,13.0,9.0,104.0,Mon Sheong Home for the Aged,Toronto,105.0,23,32,16,Active
353,4418.0,mon sheong richmond hill long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,11199,yonge street,L4S1L2,richmond hill,on,,Richmond Hill,3519038.0,35.0,43.90134473,-79.44320193,mon sheong richmond hill long term care centre,mon sheong richmond hill long term care centre,MON SHEONG RICHMOND HILL LONG TERM CARE CENTRE,11199 Yonge Street,"Richmond Hill, L4S1L2",Central,Mon Sheong Foundation,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,No,,Richmond Hill, L4S1L2,192.0,11.0,8.0,,,,,,,,
354,4419.0,mon sheong scarborough long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,2030,mcnicoll avenue,M1V5P4,toronto,on,,Toronto,3520005.0,35.0,43.81309612,-79.29999097,mon sheong scarborough long term care centre,mon sheong scarborough long term care centre,MON SHEONG SCARBOROUGH LONG TERM CARE CENTRE,2030 Mcnicoll Avenue,"Scarborough, M1V5P4",Central East,Mon Sheong Foundation,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,No,,Scarborough, M1V5P4,160.0,18.0,13.0,,,,,,,,
355,4421.0,montfort,long-term care home,Nursing and residential care facilities,Province of Ontario,,705,montreal road,K1K0M9,ottawa,on,,Ottawa,3506008.0,35.0,45.44672936,-75.64059562,montfort,montfort,MONTFORT,705 Montreal Road,"Ottawa, K1K0M9",Champlain,Revera Long Term Care Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1K0M9,128.0,87.0,51.0,105.0,Montfort,Ottawa,128.0,63,27,18,Active
356,4429.0,morriston park nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,7363,calfass road,N0B2J0,puslinch,on,,Puslinch,3523001.0,35.0,43.44004921,-80.1276776,morriston park nursing home,morriston park nursing home,MORRISTON PARK NURSING HOME,7363 Calfass Road R. R. #2,"Puslinch, N0B2J0",Waterloo Wellington,Retirement Home Specialists Incorporated,,For-Profit,Home with approximately 28 beds,No,Yes,No,No,,Puslinch, N0B2J0,28.0,20.0,6.0,,,,,,,,
357,4432.0,mount hope centre for long term care,long-term care home,Nursing and residential care facilities,Province of Ontario,,21,grosvenor street,N6A1Y6,london,on,,London,3539036.0,35.0,42.99894988,-81.25634222,mount hope centre for long term care,mount hope centre for long term care,MOUNT HOPE CENTRE FOR LONG TERM CARE,21 Grosvenor Street P.O. Box 5777,"London, N6A1Y6",South West,"St. Joseph's Health Care, London",,Non-Profit,Home with approximately 177 beds,Yes,Yes,Yes,Yes,,London, N6A1Y6,177.0,87.0,44.0,34.0,Mount Hope Centre for Long Term Care,London,394.0,,0,,Inactive
358,4433.0,mount nemo christian nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,4486,guelph line,L7P0N2,burlington,on,,Burlington,3524002.0,35.0,43.40257242,-79.87556992,mount nemo christian nursing home,mount nemo christian nursing home,MOUNT NEMO CHRISTIAN NURSING HOME,4486 Guelph Line,"Burlington, L7P0N2",Hamilton Niagara Haldimand Brant (Hnhb),Canadian Reformed Society For A Home For The Aged Inc.,,Non-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Burlington, L7P0N2,61.0,19.0,11.0,,,,,,,,
359,4451.0,muskoka landing,long-term care home,Nursing and residential care facilities,Province of Ontario,,65,rogers cove drive,P1H2L9,huntsville,on,,Huntsville,3544042.0,35.0,45.33624348,-79.20221468,muskoka landing,muskoka landing,MUSKOKA LANDING,65 Rogers Cove Drive,"Huntsville, P1H2L9",North Simcoe Muskoka,Huntsville Long Term Care Centre Inc.,,For-Profit,Home with approximately 94 beds,Yes,Yes,Yes,Yes,,Huntsville, P1H2L9,94.0,32.0,16.0,,,,,,,,
360,4453.0,muskoka shores care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,kelly drive,P1P1P3,gravenhurst,on,,Gravenhurst,3544002.0,35.0,44.9143044,-79.36729389,muskoka shores care community,muskoka shores care community,MUSKOKA SHORES CARE COMMUNITY,200 Kelly Drive,"Gravenhurst, P1P1P3",North Simcoe Muskoka,2063412 Ontario Limited As General Partner Of 2063412 Investment Lp,,For-Profit,Home with approximately 183 beds,No,Yes,Yes,Yes,,Gravenhurst, P1P1P3,183.0,43.0,29.0,,,,,,,,
361,4492.0,"niagara health system, welland hospital site, extended care unit",long-term care home,Nursing and residential care facilities,Province of Ontario,,65,third street,L3B4W6,welland,on,,Welland,3526032.0,35.0,42.97988177,-79.24856448,"niagara health system, welland hospital site, extended care unit","niagara health system, welland hospital site, extended care unit","NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",155 Ontario Street,"St. Catharines, L2R5K3",Hamilton Niagara Haldimand Brant (Hnhb),Niagara Health System,,Non-Profit,Home with approximately 115 beds,No,Yes,No,Yes,,St. Catharines, L2R5K3,115.0,30.0,13.0,,,,,,,,
362,4493.0,niagara ina grafton gage village,community support service,Ambulatory health care services,Province of Ontario,,413,linwell road,L2M7Y2,st catharines,on,,St. Catharines,3526053.0,35.0,43.20027151,-79.22528859,niagara ina grafton gage village,niagara ina grafton gage village,NIAGARA INA GRAFTON GAGE VILLAGE,413 Linwell Road,"St Catharines, L2M7Y2",Hamilton Niagara Haldimand Brant (Hnhb),Niagara Ina Grafton Gage Home Of The United Church,,Non-Profit,Home with approximately 40 beds,No,Yes,Yes,No,,St Catharines, L2M7Y2,40.0,30.0,21.0,,,,,,,,
363,4503.0,nipigon district memorial hospital,general,Hospitals,Public Health Agency of Canada,,125,hogan rd,P0T2J0,nipigon,on,125 hogan rd. nipigon on p0t 2j0,Nipigon,3558044.0,35.0,49.0155755,-88.2759054,nipigon district memorial hospital,nipigon district memorial hospital,NIPIGON DISTRICT MEMORIAL HOSPITAL,125 Hogan Road P O Box 37,"Nipigon, P0T2J0",North West,Nipigon District Memorial Hospital,,Non-Profit,Home with approximately 15 beds,No,Yes,No,Yes,,Nipigon, P0T2J0,15.0,13.0,9.0,,,,,,,,
364,4506.0,nipissing manor nursing care center,long-term care home,Nursing and residential care facilities,Province of Ontario,,1202,highway 94,P0H1K0,corbeil,on,,East Ferris,3548034.0,35.0,46.24835493,-79.33681562,nipissing manor nursing care center,nipissing manor nursing care center,NIPISSING MANOR NURSING CARE CENTER,1202 Highway 94,"Corbeil, P0H1K0",North East,1895357 Ontario Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Corbeil, P0H1K0,120.0,20.0,15.0,,,,,,,,
365,4510.0,nisbet lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,740,pape avenue,M4K3S7,toronto,on,,Toronto,3520005.0,35.0,43.68025289,-79.34558197,nisbet lodge,nisbet lodge,NISBET LODGE,740 Pape Avenue,"Toronto, M4K3S7",Toronto Central,Nisbet Lodge,,Non-Profit,Home with approximately 103 beds,No,Yes,Yes,Yes,,Toronto, M4K3S7,103.0,13.0,10.0,,,,,,,,
366,4512.0,nithview home,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,boullee street,N3A2K4,new hamburg,on,,Wilmot,3530020.0,35.0,43.38053997,-80.70159538,nithview home,nithview home,NITHVIEW HOME,200 Boullee Street,"New Hamburg, N3A2K4",Waterloo Wellington,Tri-county Mennonite Homes,,Non-Profit,Home with approximately 99 beds,No,Yes,Yes,No,,New Hamburg, N3A2K4,99.0,46.0,23.0,,,,,,,,
367,4515.0,norfinch care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,22,norfinch drive,M3N1X1,toronto,on,,Toronto,3520005.0,35.0,43.756787599999996,-79.52618684,norfinch care community,norfinch care community,NORFINCH CARE COMMUNITY,22 Norfinch Drive,"North York, M3N1X1",Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,North York, M3N1X1,160.0,17.0,13.0,,,,,,,,
368,4529.0,north centennial manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,kimberly drive,P5N1L5,kapuskasing,on,,Kapuskasing,3556066.0,35.0,49.42402834,-82.43174902,north centennial manor,north centennial manor,NORTH CENTENNIAL MANOR,2 Kimberly Drive,"Kapuskasing, P5N1L5",North East,North Centennial Manor Inc.,,Non-Profit,Home with approximately 78 beds,No,Yes,Yes,No,,Kapuskasing, P5N1L5,78.0,17.0,11.0,,,,,,,,
369,4540.0,north lambton lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,39,morris street,N0N1J0,lambton shores,on,,Lambton Shores,3538040.0,35.0,43.09281026,-81.99290376,north lambton lodge,north lambton lodge,NORTH LAMBTON LODGE,39 Morris Street R.R. #6,"Forest, N0N1J0",Erie St. Clair,The Corporation Of The County Of Lambton,,Municipal,Home with approximately 88 beds,No,Yes,Yes,No,,Forest, N0N1J0,88.0,27.0,16.0,,,,,,,,
370,4550.0,north park nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,450,rustic road,M6L1W9,toronto,on,,Toronto,3520005.0,35.0,43.71741799,-79.48214652,north park nursing home,north park nursing home,NORTH PARK NURSING HOME,450 Rustic Road,"North York, M6L1W9",Central,North Park Nursing Home Limited,Assured Care Consulting Inc.,For-Profit,Home with approximately 75 beds,No,Yes,Yes,Yes,,North York, M6L1W9,75.0,25.0,7.0,106.0,North Park Nursing Home,North York,75.0,0,0,<5,Active
371,4554.0,north renfrew long-term care services inc.,community support service,Ambulatory health care services,Province of Ontario,,47,ridge road,K0J1P0,deep river,on,,Deep River,3547096.0,35.0,46.10283609,-77.48846579,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.,north renfrew long-term care services inc.
372,4598.0,northland pointe,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,fielden avenue,L3K6G4,port colborne,on,,Port Colborne,3526011.0,35.0,42.8807752,-79.25766920000001,northland pointe,northland pointe,NORTHLAND POINTE,2 Fielden Avenue,"Port Colborne, L3K6G4",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 151 beds,No,Yes,No,Yes,,Port Colborne, L3K6G4,151.0,31.0,12.0,,,,,,,,
373,4599.0,northridge,long-term care home,Nursing and residential care facilities,Province of Ontario,,496,postridge drive,L6H7A2,oakville,on,,Oakville,3524001.0,35.0,43.48960334,-79.71426817,northridge,northridge,NORTHRIDGE,496 Postridge Drive,"Oakville, L6H7A2",Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6H7A2,133.0,35.0,13.0,35.0,Northridge,Oakville,133.0,,0,,Inactive
374,4603.0,northview nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,77,river road,P0J1H0,englehart,on,,Englehart,3554052.0,35.0,47.8219425,-79.8655049,northview nursing home,northview nursing home,NORTHVIEW NURSING HOME,77 River Road P.O. Box 1139,"Englehart, P0J1H0",North East,675412 Ontario Inc.,,For-Profit,Home with approximately 48 beds,Yes,Yes,No,Yes,,Englehart, P0J1H0,48.0,22.0,14.0,107.0,Northview Nursing Home,Englehart,48.0,<5,0,0,Active
375,4607.0,northwood lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,51,highway 105,P0V2M0,red lake,on,,Red Lake,3560042.0,35.0,51.01327044,-93.82244384,northwood lodge,northwood lodge,NORTHWOOD LODGE,51 Highway 105 P.O. Box 420,"Red Lake, P0V2M0",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 32 beds,No,Yes,Yes,No,,Red Lake, P0V2M0,32.0,19.0,11.0,,,,,,,,
376,4608.0,norview lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,44,rob blake way,N3Y4L8,simcoe,on,,Norfolk County,3528052.0,35.0,42.8372838,-80.33304111,norview lodge,norview lodge,NORVIEW LODGE,44 Rob Blake Way,"Simcoe, N3Y0E3",Hamilton Niagara Haldimand Brant (Hnhb),The Corporation Of Norfolk County,,Municipal,Home with approximately 180 beds,Yes,Yes,Yes,Yes,,Simcoe, N3Y0E3,180.0,24.0,14.0,36.0,Norview Lodge,Simcoe,179.0,,0,,Inactive
377,4610.0,norwood nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,122,tyndall avenue,M6K2E2,toronto,on,,Toronto,3520005.0,35.0,43.63752278,-79.4293819,norwood nursing home,norwood nursing home,NORWOOD NURSING HOME,122 Tyndall Avenue,"Toronto, M6K2E2",Toronto Central,Norwood Nursing Home Limited,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Toronto, M6K2E2,60.0,15.0,8.0,108.0,Norwood Nursing Home,Toronto,60.0,<5,0,<5,Active
378,4617.0,oak terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,291,mississaga street w,L3V3B9,orillia,on,,Orillia,3543052.0,35.0,44.60302415,-79.43126489,oak terrace,oak terrace,OAK TERRACE,291 Mississaga Street West,"Orillia, L3V3B9",North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 94 beds,No,Yes,Yes,Yes,,Orillia, L3V3B9,94.0,31.0,8.0,,,,,,,,
379,4626.0,oakwood park lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,6747,oakwood drive,L2G0J3,niagara falls,on,,Niagara Falls,3526043.0,35.0,43.0769904,-79.11785895,oakwood park lodge,oakwood park lodge,OAKWOOD PARK LODGE,6747 Oakwood Drive,"Niagara Falls, L2E6S5",Hamilton Niagara Haldimand Brant (Hnhb),Maryban Holdings Ltd.,,For-Profit,Home with approximately 153 beds,Yes,Yes,No,Yes,,Niagara Falls, L2E6S5,153.0,51.0,29.0,,,,,,,,
380,4654.0,oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),long-term care home,Nursing and residential care facilities,Province of Ontario,,2229,elm avenue,N0L2G0,southwold,on,,Oneida 41,3539021.0,35.0,42.81734514,-81.41178225,oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),"2229 Elm Avenue, R.R. #2","Southwold, N0L2G0",South West,Oneida Nation Of The Thames,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,No,,Southwold, N0L2G0,64.0,39.0,19.0,,,,,,,,
381,4669.0,orchard terrace care centre,retirement home,Nursing and residential care facilities,Province of Ontario,,199,glover road,L8E5J2,hamilton,on,,Hamilton,3525005.0,35.0,43.21015079,-79.68313844,orchard terrace care centre,orchard terrace care centre,ORCHARD TERRACE CARE CENTRE,199 Glover Road,"Stoney Creek, L8E5J2",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Stoney Creek, L8E5J2,45.0,19.0,12.0,,,,,,,,
382,4671.0,orchard villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,1955,valley farm road,L1V3R6,pickering,on,,Pickering,3518001.0,35.0,43.84623863,-79.0826885,orchard villa,orchard villa,ORCHARD VILLA,1955 Valley Farm Road,"Pickering, L1V3R6",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 233 beds,No,Yes,Yes,Yes,,Pickering, L1V3R6,233.0,67.0,36.0,109.0,Orchard Villa,Pickering,233.0,74,69,<5,Active
383,4685.0,owen hill care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,130,owen street,L4M3H7,barrie,on,,Barrie,3543042.0,35.0,44.3951391,-79.69019855,owen hill care community,owen hill care community,OWEN HILL CARE COMMUNITY,130 Owen Street,"Barrie, L4M3H7",North Simcoe Muskoka,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 57 beds,No,Yes,Yes,Yes,,Barrie, L4M3H7,57.0,17.0,8.0,110.0,Owen Hill Care Community,Barrie,57.0,14,6,10,Active
384,4695.0,parisien manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,439,second street e,K6H1Z2,cornwall,on,,Cornwall,3501012.0,35.0,45.02136413,-74.71865558,parisien manor,parisien manor,PARISIEN MANOR,439 Second Street East,"Cornwall, K6H1Z2",Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,Cornwall, K6H1Z2,65.0,31.0,20.0,,,,,,,,
385,4697.0,park lane terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,295,grand river street n,N3L2N9,brant,on,,Brant,3529005.0,35.0,43.21149506,-80.38916816,park lane terrace,park lane terrace,PARK LANE TERRACE,295 Grand River Street North,"Paris, N3L2N9",Hamilton Niagara Haldimand Brant (Hnhb),Park Lane Terrace Limited,Apans Health Services,For-Profit,Home with approximately 132 beds,No,Yes,Yes,Yes,,Paris, N3L2N9,132.0,45.0,35.0,,,,,,,,
386,4710.0,parkview home long-term care,long-term care home,Nursing and residential care facilities,Province of Ontario,,123,weldon road,L4A0G8,whitchurch-stouffville,on,,Whitchurch-Stouffville,3519044.0,35.0,43.96541475,-79.25898437,parkview home long-term care,parkview home long-term care,PARKVIEW HOME LONG-TERM CARE,123 Weldon Road,"Stouffville, L4A0G8",Central,The Mennonite Home Association As York County,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Stouffville, L4A0G8,128.0,17.0,10.0,,,,,,,,
387,4711.0,parkview manor health care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,98,3 street s,N0G1L0,chesley,on,,Arran-Elderslie,3541043.0,35.0,44.298319899999996,-81.091335,parkview manor health care centre,parkview manor health care centre,PARKVIEW MANOR HEALTH CARE CENTRE,98-3rd Street South East P.O. Box 298,"Chesley, N0G1L0",South West,Grosvenor Health Care Partnership (No. 3),Extendicare (Canada) Inc.,For-Profit,Home with approximately 34 beds,No,Yes,Yes,Yes,,Chesley, N0G1L0,34.0,17.0,11.0,111.0,Parkview Manor Health Care Centre,Chesley,34.0,<5,0,0,Active
388,4713.0,parkview nursing centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,545,king street w,L8P1C1,hamilton,on,,Hamilton,3525005.0,35.0,43.26103249,-79.88486411,parkview nursing centre,parkview nursing centre,PARKVIEW NURSING CENTRE,545 King Street West,"Hamilton, L8P1C1",Hamilton Niagara Haldimand Brant (Hnhb),The Parkview Health Care Partnership On Behalf Of 593405 Ontario Limited As General Partner,Metcap Living Management Inc./Gestion Residentielle Metcap Inc.,For-Profit,Home with approximately 126 beds,No,Yes,Yes,Yes,,Hamilton, L8P1C1,126.0,13.0,8.0,,,,,,,,
