Antipsychotic Medication Use (%)‡*,Depression (%)*,Falls (%)‡*,Home Name,Pain (%)*,Physical Restraints Use (%)‡*,Placements for referrals from all prior locations (days)◊α,Placements for referrals from community (days)◊α,Placements for referrals from hospital (days)◊α,Pressure Ulcers (%)‡*,cleaned_home_name,index,matched,name1,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,city,postal_code_x,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
5,28,9.8,Knollcrest Lodge Limited - Knollcrest Lodge,2.1,0,223.5,265,LV,1.6,knollcrest lodge limited - knollcrest lodge,282.0,True,knollcrest lodge,50 William Street,South West,Non-Profit,Yes,Yes,Yes,No,Milverton, N0K1M0,14.0,6.0,3.0,4.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,,knollcrest lodge,,,,,Perth East,3531030.0,43.5706561,-80.92082216,78.0
12.1,34.3,18.3,Kristus Darzs Latvian Home for the Aged - Kristus Darzs Latvian Home,1.4,0,85,145,LV,3.2,kristus darzs latvian home for the aged - kristus darzs latvian home,283.0,True,kristus darzs latvian home,11290 Pine Valley Drive,Central,Non-Profit,Yes,Yes,No,No,Woodbridge, L4L1A6,18.0,13.0,6.0,4.0,4.0,1.0,7.0,5.0,4.0,5.0,4.0,4.0,kristus darzs latvian home,19,11,15,Active,Vaughan,3519028.0,43.87156441,-79.59579547,100.0
32.8,22,12.5,Labdara Foundation - Labdara Lithuanian Nursing Home,2.5,7.2,314,325.5,LV,2.7,labdara foundation - labdara lithuanian nursing home,284.0,True,labdara lithuanian nursing home,5 Resurrection Road,Mississauga Halton,Non-Profit,No,Yes,Yes,No,Toronto, M9A5G1,19.0,7.0,4.0,6.0,,,8.0,3.0,3.0,1.0,1.0,,labdara lithuanian nursing home,,0,,Inactive,Toronto,3520005.0,43.64373408,-79.53092513,90.0
28.2,21.8,1.8,Lady Dunn Health Centre - Lady Dunn Health Centre (Wawa),11.9,18.6,LV,NR,LV,7.7,lady dunn health centre - lady dunn health centre (wawa),285.0,True,lady dunn health centre (wawa),17 Government Road P.O. Box 179,North East,Non-Profit,Yes,Yes,Yes,Yes,Wawa, P0S1K0,15.0,10.0,3.0,2.0,1.0,,5.0,3.0,1.0,7.0,6.0,1.0,lady dunn health centre (wawa),,,,,Wawa,3557076.0,47.99979,-84.77191449,16.0
26,30.4,20.7,Land O'lakes Community Services - Pine Meadow Nursing Home,12.7,0,119,108,LV,1.8,land o'lakes community services - pine meadow nursing home,286.0,True,pine meadow nursing home,124 Lloyd Street P.O. Box 100,South East,Non-Profit,Yes,Yes,Yes,Yes,Northbrook, K0H2G0,20.0,13.0,5.0,7.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,pine meadow nursing home,,,,,Addington Highlands,3511035.0,44.7375315,-77.1556304,60.0
21.2,30.5,19.5,Lapointe-Fisher Nursing Home Limited - Fairfield Park,0.5,0,161,146,LV,4.3,lapointe-fisher nursing home limited - fairfield park,287.0,True,fairfield park,1934 Dufferin Avenue,Erie St. Clair,For-Profit,No,Yes,No,No,Wallaceburg, N8A4M2,32.0,16.0,11.0,12.0,5.0,4.0,13.0,7.0,6.0,1.0,,,fairfield park,,,,,Chatham-Kent,3536020.0,42.59425785,-82.41318124,99.0
12,32.4,25.9,Lapointe-Fisher Nursing Home Limited - Lapointe-Fisher Nursing Home,18.2,1.4,105,118,26.5,5.1,lapointe-fisher nursing home limited - lapointe-fisher nursing home,288.0,True,lapointe-fisher nursing home,271 Metcalfe Street,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Guelph, N1E4Y8,50.0,28.0,13.0,22.0,12.0,5.0,12.0,7.0,3.0,14.0,10.0,6.0,lapointe-fisher nursing home,,,,,Guelph,3523008.0,43.56346913,-80.25748785,92.0
20,29.6,15.4,Lutheran Homes Kitchener-Waterloo - Trinity Village Care Centre,5.9,17.2,196,205.5,LV,3.2,lutheran homes kitchener-waterloo - trinity village care centre,289.0,True,trinity village care centre,2727 Kingsway Drive,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Kitchener, N2C1A7,54.0,21.0,7.0,24.0,12.0,4.0,21.0,4.0,2.0,5.0,4.0,1.0,trinity village care centre,<5,18,<5,Active,Kitchener,3530013.0,43.4298142,-80.4417755,150.0
22.2,18.4,16.5,Macgowan Nursing Homes Ltd. - Braemar Retirement Centre,3.7,9,26.5,24.5,25,3.9,macgowan nursing homes ltd. - braemar retirement centre,290.0,True,braemar retirement centre,"719 Josephine Street North,  R.R. #1 P.O. Box 1060",South West,For-Profit,No,Yes,No,Yes,Wingham, N0G2W0,39.0,14.0,6.0,18.0,7.0,2.0,10.0,3.0,3.0,13.0,6.0,1.0,braemar retirement centre,,0,,Inactive,Morris-Turnberry,3540050.0,43.90065854,-81.30031372,69.0
21.3,33.2,20.1,Manorcare Partners - Stirling Manor Nursing Home,11.6,0,105,100,147,4.5,manorcare partners - stirling manor nursing home,292.0,True,stirling manor nursing home,218 Edward Street P.O. Box 220,South East,For-Profit,No,Yes,No,Yes,Stirling, K0K3E0,35.0,19.0,6.0,10.0,5.0,3.0,12.0,8.0,2.0,5.0,1.0,,stirling manor nursing home,,,,,Stirling-Rawdon,3512020.0,44.30226088,-77.54846075,75.0
28.7,16.9,17.8,Manorcare Partners Ii - Friendly Manor Nursing Home,6.4,0.6,129.5,LV,LV,2.8,manorcare partners ii - friendly manor nursing home,293.0,True,friendly manor nursing home,"9756 County Road, #2 P.O. Box 305",South East,For-Profit,No,Yes,No,Yes,Deseronto, K0K1X0,30.0,21.0,5.0,7.0,7.0,2.0,14.0,7.0,2.0,3.0,3.0,,friendly manor nursing home,,,,,Greater Napanee,3511015.0,44.2012069,-77.0375329,60.0
23.4,33.2,23.9,Maplewood Nursing Home Limited - Cedarwood Village,6.1,34,107,120.5,243,5.4,maplewood nursing home limited - cedarwood village,294.0,True,cedarwood village,500 Queensway West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,Simcoe, N3Y4R4,34.0,25.0,13.0,13.0,7.0,4.0,6.0,6.0,3.0,14.0,12.0,6.0,cedarwood village,0,0,<5,Active,Norfolk County,3528052.0,42.8408326,-80.32971141,90.0
25.7,17.1,23.6,Maplewood Nursing Home Limited - Maple Manor Nursing Home,8,4.2,63,64.5,65,1.9,maplewood nursing home limited - maple manor nursing home,295.0,True,maple manor nursing home,73 Bidwell Street,South West,For-Profit,No,Yes,Yes,Yes,Tillsonburg, N4G3T8,28.0,15.0,7.0,7.0,2.0,,11.0,5.0,4.0,7.0,7.0,5.0,maple manor nursing home,,,,,Tillsonburg,3532004.0,42.86006238,-80.72991974,106.0
12.6,33.6,18.8,Marianhill Inc. - Marianhill Nursing Home,5.2,3.6,252.5,239.5,LV,2.6,marianhill inc. - marianhill nursing home,296.0,True,marianhill nursing home,600 Cecelia Street,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Pembroke, K8A7Z3,32.0,22.0,12.0,12.0,8.0,6.0,15.0,10.0,6.0,,,,marianhill nursing home,,,,,Pembroke,3547064.0,45.81487556,-77.10391504,139.0
16.1,18,7.2,Mariann Nursing Home and Residence - Mariann Home,3.8,4.8,447,658,LV,1.5,mariann nursing home and residence - mariann home,297.0,True,mariann home,9915 Yonge Street,Central,Non-Profit,No,Yes,Yes,Yes,Richmond Hill, L4C1V1,13.0,6.0,3.0,2.0,1.0,,4.0,2.0,2.0,4.0,2.0,,mariann home,,,,,Richmond Hill,3519038.0,43.86921402,-79.43615722,64.0
16.8,22,18.3,"Markhaven Inc. - Markhaven, Inc.",6.1,1.1,340.5,320,LV,3.5,"markhaven inc. - markhaven, inc.",298.0,False,markhaven,54 Parkway Avenue,Central,Non-Profit,No,No,Yes,No,Markham, L3P2G4,27.0,15.0,10.0,9.0,2.0,2.0,8.0,5.0,4.0,6.0,5.0,4.0,markhaven,,17,,Inactive,Markham,3519036.0,43.88371943,-79.25422906,96.0
6,36.1,18.7,MarycreSt. Home for the Aged - St. Joseph's At Fleming,3,13.4,489,511.5,307,2.5,marycrest. home for the aged - st. joseph's at fleming,299.0,True,st. joseph's at fleming,659 Brealey Drive,Central East,Non-Profit,No,Yes,Yes,Yes,Peterborough, K9K2R8,111.0,48.0,15.0,48.0,20.0,6.0,32.0,15.0,8.0,26.0,8.0,1.0,st. joseph's at fleming,,<5,,Inactive,Peterborough,3515014.0,44.26877564,-78.36982641,200.0
21.7,34.8,14.5,Mccausland Hospital - Wilkes Terrace,7.5,0,LV,LV,NR,1.2,mccausland hospital - wilkes terrace,302.0,True,wilkes terrace,20B Cartier Road,North West,Non-Profit,No,Yes,Yes,Yes,Terrace Bay, P0T2W0,9.0,5.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,,wilkes terrace,,,,,Terrace Bay,3558054.0,48.78045446,-87.10460125,22.0
25.9,9.5,17.4,Meadowview Villa - Lambton Meadowview Villa,3.9,8.7,64,45,161,2.4,meadowview villa - lambton meadowview villa,303.0,True,lambton meadowview villa,3958 Petrolia Line R. R. #4,Erie St. Clair,Municipal,No,Yes,Yes,No,Petrolia, N0N1R0,33.0,20.0,8.0,10.0,7.0,2.0,17.0,9.0,4.0,3.0,3.0,,lambton meadowview villa,0,0,<5,Active,Enniskillen,3538016.0,42.88448582,-82.16482359,125.0
17.2,25.6,12.2,Meaford Nursing Home Limited - Meaford LTC Centre,18.7,0,51.5,59.5,27,1.4,meaford nursing home limited - meaford long term care centre,304.0,False,meaford long term care - a peoplecare community,135 William Street,South West,For-Profit,Yes,Yes,Yes,Yes,Meaford, N4L1T4,36.0,9.0,5.0,10.0,2.0,2.0,14.0,3.0,2.0,7.0,3.0,3.0,meaford long term care - a peoplecare community,,,,,Meaford,3542047.0,44.61169379,-80.60054596,77.0
15.4,41.7,21.6,Medlaw Corporation Limited - Bobcaygeon,10.7,12.7,181,188,181,3.1,medlaw corporation limited - bobcaygeon,305.0,False,pinecrest nursing home (bobcaygeon),3418 County Road 36 R.R. #2,Central East,For-Profit,No,Yes,Yes,No,Bobcaygeon, K0M1A0,20.0,11.0,5.0,3.0,,,5.0,3.0,2.0,6.0,4.0,2.0,pinecrest nursing home (bobcaygeon),,29,,Inactive,Kawartha Lakes,3516010.0,44.52836508,-78.53389679,65.0
16.5,39.3,14.1,Mennonite Brethren Senior Citizens Home - Mennonite Brethren Senior Citizens Home Oa Tabor Manor,3.8,5.8,126,135,NR,3.6,mennonite brethren senior citizens home - mennonite brethren senior citizens home oa tabor manor,306.0,False,mennonite brethren senior citizens home,1 Tabor Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,No,St Catharines, L2N1V9,28.0,13.0,6.0,5.0,1.0,,13.0,6.0,4.0,4.0,4.0,1.0,mennonite brethren senior citizens home,,,,,St. Catharines,3526053.0,43.1888487,-79.2335379,82.0
0,24.9,13.2,Meritas Care Corporation - Chateau Park LTC Home,0.9,8.2,114,98,LV,2.6,meritas care corporation - chateau park long term care home,307.0,True,chateau park long term care home,2990 B Riverside Drive West,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Windsor, N9C1A2,16.0,8.0,3.0,6.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,chateau park long term care home,,,,,Windsor,3537039.0,42.30747117,-83.07313582,59.0
14.6,23.4,25.2,Meritas Care Corporation - Franklin Gardens LTC Home,4.2,0,37,46,26.5,3.7,meritas care corporation - franklin gardens long term care home,308.0,True,franklin gardens long term care home,24 Franklin Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Leamington, N8H4B7,56.0,24.0,9.0,20.0,8.0,2.0,28.0,10.0,5.0,4.0,3.0,2.0,franklin gardens long term care home,,0,,Inactive,Leamington,3537003.0,42.03083044,-82.59816325,120.0
29.9,20.3,10.4,Meritas Care Corporation - Regency Park LTC Home,35.4,19.1,43.5,39.5,LV,2.4,meritas care corporation - regency park long term care home,309.0,True,regency park long term care home,567 Victoria Avenue,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Windsor, N9A4N1,28.0,15.0,8.0,15.0,6.0,4.0,8.0,5.0,4.0,1.0,1.0,1.0,regency park long term care home,0,0,<5,Active,Windsor,3537039.0,42.31362957,-83.03932361,72.0
23.9,28.2,16.9,Mirdem Nursing Homes Ltd. - Victoria Gardens LTC,11.8,9.6,39.5,77,44,3,mirdem nursing homes ltd. - victoria gardens long term care,311.0,True,victoria gardens long term care,176 Victoria Avenue North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L8L5G1,18.0,10.0,5.0,7.0,3.0,1.0,7.0,4.0,4.0,2.0,2.0,,victoria gardens long term care,,,,,Hamilton,3525005.0,43.25834859,-79.8542586,76.0
30.3,10.5,16.8,Mississauga LTC Facility Inc. - Mississauga LTC Facility,4,1.8,80,87.5,49.5,6.6,mississauga long term care facility inc. - mississauga long term care facility,312.0,True,mississauga long term care facility,26 Peter Street North,Mississauga Halton,For-Profit,No,Yes,No,Yes,Mississauga, L5H2G7,14.0,10.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,mississauga long term care facility,,,,,Mississauga,3521005.0,43.54970386,-79.59094324,55.0
43.4,5.2,15.5,Mohawk Council of Akwesasne - Tsiionkwanonhsote,2.6,8.7,39.5,LV,LV,1.6,mohawk council of akwesasne - tsiionkwanonhsote,313.0,True,tsiionkwanonhsote,70 Kawehnoke Apartments Road,Champlain,Non-Profit,No,Yes,No,Yes,Akwesasne, K6H5R7,22.0,15.0,8.0,6.0,2.0,1.0,3.0,1.0,1.0,11.0,10.0,7.0,tsiionkwanonhsote,,,,,Akwesasne (Part) 59,3501007.0,45.0031277,-74.68694690000002,50.0
17,4.6,11.3,Mon Sheong Foundation - Mon Sheong Home For The Aged,4.4,6.3,610,1039,LV,2.5,mon sheong foundation - mon sheong home for the aged,314.0,True,mon sheong home for the aged,36 D'Arcy Street,Toronto Central,Non-Profit,Yes,Yes,No,No,Toronto, M5T1J7,13.0,9.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,,,,mon sheong home for the aged,58,33,16,Active,Toronto,3520005.0,43.65527498,-79.39314779,105.0
25,6.6,9.8,Mon Sheong Foundation - Mon Sheong Richmond Hill LTC Centre,0.6,0.8,963.5,933,LV,1.5,mon sheong foundation - mon sheong richmond hill long term care centre,315.0,True,mon sheong richmond hill long term care centre,11199 Yonge Street,Central,Non-Profit,Yes,Yes,Yes,No,Richmond Hill, L4S1L2,13.0,10.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,,,,mon sheong richmond hill long term care centre,,,,,Richmond Hill,3519038.0,43.90134473,-79.44320193,192.0
15.5,10.6,11.6,Mon Sheong Foundation - Mon Sheong Scarborough LTC Centre,1.5,12.1,703,649,LV,1.8,mon sheong foundation - mon sheong scarborough long term care centre,316.0,True,mon sheong scarborough long term care centre,2030 Mcnicoll Avenue,Central East,Non-Profit,Yes,Yes,Yes,No,Scarborough, M1V5P4,18.0,13.0,6.0,5.0,4.0,2.0,8.0,6.0,3.0,2.0,1.0,,mon sheong scarborough long term care centre,,0,,Inactive,Toronto,3520005.0,43.81309612,-79.29999097,160.0
32.8,26,20.1,Municipality of Chatham-Kent - Riverview Gardens,6.6,6.5,95,96,77,4.2,municipality of chatham-kent - riverview gardens,317.0,True,riverview gardens,519 King Street West,Erie St. Clair,Municipal,Yes,Yes,Yes,No,Chatham, N7M1G8,104.0,42.0,17.0,42.0,22.0,6.0,54.0,15.0,10.0,2.0,1.0,1.0,riverview gardens,,,,,Chatham-Kent,3536020.0,42.39921553,-82.19474266,320.0
20.1,10.3,18.8,"Niagara Health System - Welland Hospital Site, Extended Care Unit",20.6,11.5,119.5,88.5,LV,3.1,"niagara health system - welland hospital site, extended care unit",318.0,False,"niagara health system, welland hospital site, extended care unit",155 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,Yes,St. Catharines, L2R5K3,30.0,13.0,5.0,12.0,,,5.0,4.0,3.0,10.0,5.0,1.0,"niagara health system, welland hospital site, extended care unit",,,,,Welland,3526032.0,42.97988177,-79.24856448,115.0
26.9,7.8,18.1,Niagara Ina Grafton Gage Village of The United Church - Niagara Ina Grafton Gage Village,0.4,10.7,42,42,NR,5.4,niagara ina grafton gage village of the united church - niagara ina grafton gage village,319.0,True,niagara ina grafton gage village,413 Linwell Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,St Catharines, L2M7Y2,30.0,21.0,7.0,8.0,5.0,2.0,3.0,3.0,2.0,13.0,9.0,2.0,niagara ina grafton gage village,,,,,St. Catharines,3526053.0,43.20027151,-79.22528859,40.0
24.8,26.2,13.3,Norfolk Hospital Nursing Home - The Norfolk Hospital Nursing Home,1.5,0,98.5,98.5,160,3.3,norfolk hospital nursing home - the norfolk hospital nursing home,322.0,True,the norfolk hospital nursing home,365 West Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Simcoe, N3Y1T7,12.0,8.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,the norfolk hospital nursing home,<5,0,0,Active,Norfolk County,3528052.0,42.8351656,-80.31432431,80.0
21,30.3,9.1,North Centennial Manor Inc. - North Centennial Manor,10.5,7.5,962,LV,LV,1,north centennial manor inc. - north centennial manor,323.0,True,north centennial manor,2 Kimberly Drive,North East,Non-Profit,No,Yes,Yes,No,Kapuskasing, P5N1L5,17.0,11.0,5.0,2.0,1.0,1.0,8.0,5.0,4.0,4.0,3.0,,north centennial manor,,,,,Kapuskasing,3556066.0,49.42402834,-82.43174902,78.0
23.1,28.5,9.7,North Park Nursing Home Limited - North Park Nursing Home,0.8,2.9,69.5,87,LV,6.2,north park nursing home limited - north park nursing home,324.0,True,north park nursing home,450 Rustic Road,Central,For-Profit,No,Yes,Yes,Yes,North York, M6L1W9,26.0,8.0,5.0,11.0,2.0,1.0,6.0,2.0,2.0,3.0,1.0,,north park nursing home,,0,,Inactive,Toronto,3520005.0,43.71741799,-79.48214652,75.0
10.7,18.6,6.4,North Shore Health Network - LTC Unit,11,0,500.5,NR,435,1.5,north shore health network - long term care unit,326.0,False,north shore health network - ltc unit,525 Causley Street P. O. Box 970,North East,Non-Profit,No,Yes,Yes,Yes,Blind River, P0R1B0,15.0,7.0,3.0,3.0,,,4.0,1.0,1.0,5.0,3.0,1.0,north shore health network - ltc unit,,,,,Blind River,3557038.0,46.18737143,-82.92406797,22.0
11.7,5.5,13.5,North York General Hospital - Seniors' Health Centre,1.7,1.6,324,332,365,1.4,north york general hospital - seniors' health centre,327.0,True,seniors' health centre,2 Buchan Court,Central,Non-Profit,Yes,Yes,Yes,Yes,North York, M2J5A3,33.0,21.0,8.0,13.0,8.0,3.0,7.0,5.0,4.0,11.0,6.0,3.0,seniors' health centre,,,,,Toronto,3520005.0,43.77304721,-79.36002319,192.0
35.1,15.8,9.1,Norwood Nursing Home Limited - Norwood Nursing Home,0,0,133.5,120,LV,1.9,norwood nursing home limited - norwood nursing home,328.0,True,norwood nursing home,122 Tyndall Avenue,Toronto Central,For-Profit,No,Yes,Yes,Yes,Toronto, M6K2E2,15.0,8.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,,,norwood nursing home,,0,,Inactive,Toronto,3520005.0,43.63752278,-79.4293819,60.0
7.2,20.9,21.3,Omni Health Care Ltd. - Almonte Country Haven,4.6,15.7,100,98.5,64,3,omni health care ltd. - almonte country haven,329.0,True,almonte country haven,333 Country Street P.O. Box 250,Champlain,For-Profit,No,Yes,Yes,Yes,Almonte, K0A1A0,49.0,27.0,10.0,22.0,12.0,4.0,19.0,11.0,5.0,3.0,2.0,1.0,almonte country haven,0,30,0,Active,Mississippi Mills,3509030.0,45.2188403,-76.19075728,82.0
19.4,31.1,17.4,Omni Health Care Ltd. - Burnbrae Gardens LTC Residence,0.2,0,45,48,42,2.5,omni health care ltd. - burnbrae gardens long term care residence,330.0,True,burnbrae gardens long term care residence,320 Burnbrae Road East P.O. Box 1090,Central East,For-Profit,No,Yes,Yes,Yes,Campbellford, K0L1L0,28.0,16.0,5.0,7.0,6.0,4.0,7.0,4.0,1.0,6.0,1.0,,burnbrae gardens long term care residence,,,,,Trent Hills,3514045.0,44.28480207,-77.84842135,43.0
6.7,26.3,16.4,Omni Health Care Ltd. - Country Terrace,1.3,1.9,39,60,26,0.5,omni health care ltd. - country terrace,331.0,True,country terrace,10072 Oxbow Drive R.R. #3,South West,For-Profit,Yes,Yes,No,Yes,Komoka, N0L1R0,83.0,30.0,11.0,31.0,13.0,4.0,41.0,10.0,5.0,5.0,4.0,2.0,country terrace,,0,,Inactive,Middlesex Centre,3539033.0,42.95867137,-81.43757387,120.0
22.8,17.4,13.7,Omni Health Care Ltd. - Forest Hill,4.7,6.8,573,589,LV,3.6,omni health care ltd. - forest hill,332.0,True,forest hill,6501 Campeau Drive,Champlain,For-Profit,No,Yes,Yes,Yes,Kanata, K2K3E9,42.0,23.0,9.0,17.0,10.0,5.0,16.0,6.0,3.0,3.0,2.0,,forest hill,,,,,Ottawa,3506008.0,45.31439133,-75.9096673,160.0
22.4,27.6,21.5,Omni Health Care Ltd. - Frost Manor,4.3,1.6,147,235.5,LV,2.2,omni health care ltd. - frost manor,333.0,True,frost manor,225 Mary Street West,Central East,For-Profit,No,Yes,Yes,Yes,Lindsay, K9V5K3,22.0,15.0,4.0,4.0,3.0,,10.0,6.0,3.0,3.0,1.0,,frost manor,,,,,Kawartha Lakes,3516010.0,44.342364,-78.747889,62.0
14.1,16.3,14.7,Omni Health Care Ltd. - Garden Terrace,4.7,8.8,542,535,LV,3.4,omni health care ltd. - garden terrace,334.0,True,garden terrace,100 Aird Place,Champlain,For-Profit,Yes,Yes,Yes,Yes,Kanata, K2L4H8,56.0,43.0,22.0,21.0,13.0,9.0,25.0,21.0,11.0,5.0,5.0,1.0,garden terrace,0,0,<5,Active,Ottawa,3506008.0,45.30976033,-75.90097929999997,160.0
15.8,18.6,14.2,Omni Health Care Ltd. - Kentwood Park,5.8,11,53,60,37,2.3,omni health care ltd. - kentwood park,335.0,True,kentwood park,2 Ontario Street,South East,For-Profit,No,Yes,Yes,Yes,Picton, K0K2T0,27.0,13.0,6.0,8.0,3.0,2.0,12.0,6.0,3.0,2.0,1.0,1.0,kentwood park,,,,,Prince Edward County,3513020.0,44.00244715,-77.14847409,45.0
30.7,30.9,13.3,Omni Health Care Ltd. - Maplewood,2,0,91,79.5,113,2.1,omni health care ltd. - maplewood,336.0,True,maplewood,12 Maplewood Avenue Box 249,South East,For-Profit,No,Yes,Yes,Yes,Brighton, K0K1H0,25.0,19.0,10.0,3.0,2.0,2.0,14.0,11.0,6.0,6.0,5.0,3.0,maplewood,,0,,Inactive,Brighton,3514004.0,44.0396526,-77.74441359999999,49.0
29.7,19.7,20,Omni Health Care Ltd. - Pleasant Meadow Manor,4.9,4.1,85,67,81,5.2,omni health care ltd. - pleasant meadow manor,337.0,True,pleasant meadow manor,99 Alma Street P. O. Box 426,Central East,For-Profit,No,Yes,Yes,Yes,Norwood, K0L2V0,22.0,12.0,7.0,8.0,4.0,4.0,7.0,4.0,3.0,2.0,2.0,,pleasant meadow manor,,,,,Asphodel-Norwood,3515003.0,44.37927558,-77.96791169,61.0
22.4,17,9.8,Omni Health Care Ltd. - Riverview Manor Nursing Home,0.4,2.7,157,153,182,2.7,omni health care ltd. - riverview manor nursing home,338.0,True,riverview manor nursing home,1155 Water Street,Central East,For-Profit,No,Yes,Yes,Yes,Peterborough, K9H3P8,35.0,19.0,7.0,12.0,4.0,2.0,11.0,6.0,3.0,5.0,5.0,2.0,riverview manor nursing home,,0,,Inactive,Peterborough,3515014.0,44.33636205,-78.3150222,124.0
31.7,22.6,20.3,Omni Health Care Ltd. - Rosebridge Manor,2,6.4,36.5,21,27.5,1.4,omni health care ltd. - rosebridge manor,339.0,True,rosebridge manor,131 Roses Bridge Road R. R. #2,South East,For-Profit,No,Yes,Yes,Yes,Jasper, K0G1G0,24.0,14.0,5.0,9.0,3.0,1.0,10.0,8.0,4.0,1.0,,,rosebridge manor,,0,,Inactive,Merrickville-Wolford,3507052.0,44.84219285,-75.89019625,78.0
17.9,11.7,7.1,Omni Health Care Ltd. - Springdale Country Manor,0.8,3.6,377,345,506,2.8,omni health care ltd. - springdale country manor,340.0,True,springdale country manor,2698 Clifford Line R. R. #5,Central East,For-Profit,No,Yes,Yes,Yes,Peterborough, K9J6X6,30.0,19.0,6.0,12.0,7.0,3.0,8.0,6.0,3.0,6.0,3.0,,springdale country manor,,,,,Cavan Monaghan,3515013.0,44.23107203,-78.39679912,68.0
16.4,23.9,11.2,Omni Health Care Ltd. - Streamway Villa,3.9,0,164.5,91.5,183,1.4,omni health care ltd. - streamway villa,341.0,True,streamway villa,19 James Street West,Central East,For-Profit,No,Yes,No,Yes,Cobourg, K9A2J8,24.0,11.0,6.0,9.0,2.0,2.0,6.0,2.0,2.0,5.0,3.0,1.0,streamway villa,,,,,Cobourg,3514021.0,43.96205389,-78.16781002,59.0
17.6,14.7,10.4,Omni Health Care Ltd. - The Village Green Nursing Home,2.2,0,195,202,179,1.8,omni health care ltd. - the village green nursing home,342.0,True,the village green nursing home,166 Pleasant Drive P.O. Box 94,South East,For-Profit,No,Yes,Yes,Yes,Selby, K0K2Z0,28.0,16.0,5.0,7.0,4.0,,11.0,7.0,4.0,3.0,1.0,,the village green nursing home,,,,,Greater Napanee,3511015.0,44.30037081,-76.98430987,66.0
14.7,13.5,8.9,Omni Health Care Ltd. - The Willows Estate Nursing Home,6.9,1.3,96,84.5,LV,2.4,omni health care ltd. - the willows estate nursing home,343.0,True,the willows estate nursing home,13837 Yonge Street,Central,For-Profit,No,Yes,No,Yes,Aurora, L4G3G8,23.0,15.0,10.0,10.0,5.0,5.0,3.0,2.0,2.0,6.0,4.0,2.0,the willows estate nursing home,,,,,Aurora,3519046.0,43.96549464,-79.45862614,84.0
15.9,16.3,13.2,Omni Health Care Ltd. - Woodland Villa,3.1,9.7,53,116,43,0.9,omni health care ltd. - woodland villa,344.0,True,woodland villa,30 Milles Roches Road R. R. #1,Champlain,For-Profit,No,Yes,Yes,Yes,Long Sault, K0C1P0,44.0,22.0,6.0,19.0,8.0,3.0,11.0,5.0,1.0,8.0,5.0,,woodland villa,,0,,Inactive,South Stormont,3501011.0,45.03376712,-74.88721694,111.0
17.3,31.6,17.8,Oneida Nation of The Thames - Tsi'Nu:Yoyantle Na'Tuhuwatisni,4.5,1.1,75,75,LV,2.6,oneida nation of the thames - tsi'nu:yoyantle na'tuhuwatisni,345.0,False,oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),"2229 Elm Avenue, R.R. #2",South West,Non-Profit,No,Yes,Yes,No,Southwold, N0L2G0,39.0,19.0,5.0,23.0,7.0,,7.0,5.0,4.0,3.0,3.0,1.0,oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),,,,,Oneida 41,3539021.0,42.81734514,-81.41178225,64.0
22.5,13.2,19.7,Parkview Health Care Partnership - Parkview Nursing Centre,2,2.5,91,118.5,50,2.7,parkview health care partnership - parkview nursing centre,346.0,True,parkview nursing centre,545 King Street West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L8P1C1,14.0,9.0,5.0,7.0,4.0,3.0,2.0,2.0,2.0,,,,parkview nursing centre,,,,,Hamilton,3525005.0,43.26103249,-79.88486411,126.0
